applicant_norm,clean_type,applicant,top_patents,top_rows,city_count,max_city_year_patents
西安工业大学,univ,西安工业大学,2233,7,1,370
许昌学院,univ,许昌学院,2233,14,1,342
无锡小天鹅电器有限公司,firm,无锡小天鹅电器有限公司,2232,6,1,487
温州职业技术学院,univ,温州职业技术学院,2228,11,1,552
常州工学院,univ,常州工学院,2221,14,1,376
常熟理工学院,univ,常熟理工学院,2218,9,1,426
中国一冶集团有限公司,firm,中国一冶集团有限公司,2215,8,1,549
沈阳化工大学,univ,沈阳化工大学,2213,13,1,312
武汉钢铁(集团)公司,firm,武汉钢铁(集团)公司,2203,8,1,461
阳光电源股份有限公司,firm,阳光电源股份有限公司,2198,11,1,514
合肥维信诺科技有限公司,firm,合肥维信诺科技有限公司,2194,4,1,813
浙江工商大学,univ,浙江工商大学,2193,12,1,302
华为云计算技术有限公司,firm,华为云计算技术有限公司,2180,6,1,686
山东交通学院,univ,山东交通学院,2147,11,2,354
中国电力科学研究院,research,中国电力科学研究院,2146,3,1,800
新疆大学,univ,新疆大学,2144,16,1,452
国家电网有限公司,firm,国家电网有限公司,2143,2,1,1233
中国铁建重工集团股份有限公司,firm,中国铁建重工集团股份有限公司,2142,5,1,633
国网山东省电力公司电力科学研究院,firm,国网山东省电力公司电力科学研究院,2134,9,1,337
云谷(固安)科技有限公司,firm,云谷(固安)科技有限公司,2125,7,1,539
中国人民解放军战略支援部队信息工程大学,univ,中国人民解放军战略支援部队信息工程大学,2121,6,1,531
海尔集团公司,firm,海尔集团公司,2120,7,1,727
许继集团有限公司,firm,许继集团有限公司,2108,16,1,338
金陵科技学院,univ,金陵科技学院,2107,8,1,317
OPPO(重庆)智能科技有限公司,firm,OPPO(重庆)智能科技有限公司,2081,3,1,837
苏州科技大学,univ,苏州科技大学,2080,7,1,434
武汉天马微电子有限公司,firm,武汉天马微电子有限公司,2076,5,1,658
芜湖美的厨卫电器制造有限公司,firm,芜湖美的厨卫电器制造有限公司,2060,10,1,320
浪潮云信息技术股份公司,firm,浪潮云信息技术股份公司,2059,4,1,588
深圳迈瑞生物医疗电子股份有限公司,firm,深圳迈瑞生物医疗电子股份有限公司,2052,4,1,706
中国计量学院,univ,中国计量学院,2037,10,2,425
旺宏电子股份有限公司,firm,旺宏电子股份有限公司,2033,21,2,199
河北农业大学,univ,河北农业大学,2025,16,1,308
云南农业大学,univ,云南农业大学,2023,18,2,305
沈阳药科大学,univ,沈阳药科大学,2023,16,2,244
平安国际智慧城市科技股份有限公司,firm,平安国际智慧城市科技股份有限公司,2022,3,1,807
安徽科技学院,univ,安徽科技学院,2016,21,2,211
华为数字能源技术有限公司,firm,华为数字能源技术有限公司,2014,3,1,735
株洲时代新材料科技股份有限公司,firm,株洲时代新材料科技股份有限公司,2009,16,1,227
国网天津市电力公司,firm,国网天津市电力公司,2003,8,1,346
杭州安恒信息技术股份有限公司,firm,杭州安恒信息技术股份有限公司,1991,5,1,593
中国航空工业集团公司沈阳飞机设计研究所,firm,中国航空工业集团公司沈阳飞机设计研究所,1991,10,1,292
吉林农业大学,univ,吉林农业大学,1982,16,1,273
中冶焦耐(大连)工程技术有限公司,firm,中冶焦耐(大连)工程技术有限公司,1980,12,2,332
西安工程大学,univ,西安工程大学,1972,7,1,645
华北理工大学,univ,华北理工大学,1961,9,1,330
广东石油化工学院,univ,广东石油化工学院,1952,14,1,424
红云红河烟草(集团)有限责任公司,firm,红云红河烟草(集团)有限责任公司,1949,15,1,342
金螳螂精装科技(苏州)有限公司,firm,金螳螂精装科技(苏州)有限公司,1944,2,1,1765
季华实验室,research,季华实验室,1944,5,1,667
内蒙古伊利实业集团股份有限公司,firm,内蒙古伊利实业集团股份有限公司,1939,16,1,248
沈阳航空航天大学,univ,沈阳航空航天大学,1938,14,1,329
富士康(昆山)电脑接插件有限公司,firm,富士康(昆山)电脑接插件有限公司,1935,10,1,259
电子科技大学长三角研究院(湖州),univ,电子科技大学长三角研究院(湖州),1929,3,1,989
株洲中车时代电气股份有限公司,firm,株洲中车时代电气股份有限公司,1929,8,1,278
中国重汽集团济南动力有限公司,firm,中国重汽集团济南动力有限公司,1918,10,1,660
中铁二院工程集团有限责任公司,firm,中铁二院工程集团有限责任公司,1915,7,1,435
南华大学,univ,南华大学,1911,16,1,295
江西洪都航空工业集团有限责任公司,firm,江西洪都航空工业集团有限责任公司,1906,16,1,290
大连交通大学,univ,大连交通大学,1901,16,1,277
鲁东大学,univ,鲁东大学,1900,16,1,249
石家庄铁道大学,univ,石家庄铁道大学,1899,14,1,420
中车长春轨道客车股份有限公司,firm,中车长春轨道客车股份有限公司,1893,8,1,349
中国科学院苏州生物医学工程技术研究所,univ,中国科学院苏州生物医学工程技术研究所,1890,10,1,267
西北师范大学,univ,西北师范大学,1875,16,1,217
浙江绍兴苏泊尔生活电器有限公司,firm,浙江绍兴苏泊尔生活电器有限公司,1871,12,1,323
首钢京唐钢铁联合有限责任公司,firm,首钢京唐钢铁联合有限责任公司,1864,12,1,423
中国电信股份有限公司技术创新中心,firm,中国电信股份有限公司技术创新中心,1858,1,1,1858
辽宁科技大学,univ,辽宁科技大学,1851,16,1,376
南京南瑞继保电气有限公司,firm,南京南瑞继保电气有限公司,1849,7,1,345
中国电子科技集团公司第三十八研究所,firm,中国电子科技集团公司第三十八研究所,1832,12,1,369
宁夏大学,univ,宁夏大学,1831,16,1,431
中铁工程装备集团有限公司,firm,中铁工程装备集团有限公司,1823,6,1,407
东软集团股份有限公司,firm,东软集团股份有限公司,1823,9,1,395
江西师范大学,univ,江西师范大学,1821,16,1,384
中移(苏州)软件技术有限公司,firm,中移(苏州)软件技术有限公司,1819,5,1,447
宁波舜宇光电信息有限公司,firm,宁波舜宇光电信息有限公司,1813,10,1,380
九阳股份有限公司,firm,九阳股份有限公司,1813,11,1,357
上海联影医疗科技有限公司,firm,上海联影医疗科技有限公司,1803,5,1,448
中国工程物理研究院激光聚变研究中心,research,中国工程物理研究院激光聚变研究中心,1801,14,1,241
北大方正集团有限公司,firm,北大方正集团有限公司,1799,5,1,646
沈阳飞机工业(集团)有限公司,firm,沈阳飞机工业(集团)有限公司,1798,14,1,397
平安普惠企业管理有限公司,firm,平安普惠企业管理有限公司,1794,3,1,718
郑州轻工业大学,univ,郑州轻工业大学,1793,4,1,495
中原工学院,univ,中原工学院,1789,14,1,282
广东美的生活电器制造有限公司,firm,广东美的生活电器制造有限公司,1783,11,1,270
无锡小天鹅股份有限公司,firm,无锡小天鹅股份有限公司,1781,6,1,613
金发科技股份有限公司,firm,金发科技股份有限公司,1781,8,1,514
中国电建集团贵阳勘测设计研究院有限公司,firm,中国电建集团贵阳勘测设计研究院有限公司,1773,10,1,279
