city,applicant,applicant_type_rough,patents,rank_baseline
茂名,梁振美,likely_individual,3,17
茂名,蔡亚景,likely_individual,3,18
茂名,邓国华,likely_individual,3,19
茂名,黎宗圣,likely_individual,3,20
荆州,长江大学,university_or_college,50,1
荆州,凌建军,likely_individual,37,2
荆州,刘金远,likely_individual,31,3
荆州,李新发,likely_individual,20,4
荆州,中国水产科学研究院长江水产研究所,research_institute,18,5
荆州,沙隆达集团公司,firm,10,6
荆州,湖北华丽染料工业有限公司,firm,9,7
荆州,湖北新生源生物工程股份有限公司,firm,7,8
荆州,丽源(湖北)科技有限公司,firm,6,9
荆州,中国石化集团江汉石油管理局第四机械厂,firm,5,10
荆州,四机赛瓦石油钻采设备有限公司,firm,5,11
荆州,谢俊,likely_individual,5,12
荆州,湖北能特科技股份有限公司,firm,4,13
荆州,荆州市新力大风车食品有限公司,firm,4,14
荆州,荆州环宇汽车零部件有限公司,firm,4,15
荆州,袁玲,likely_individual,4,16
荆州,别道平,likely_individual,3,17
荆州,李宽义,likely_individual,3,18
荆州,法雷奥汽车空调湖北有限公司,firm,3,19
荆州,湖北凯乐科技股份有限公司,firm,3,20
荆门,张修贵,likely_individual,8,1
荆门,罗国平,likely_individual,8,2
荆门,范明星,likely_individual,8,3
荆门,贺琴,likely_individual,8,4
荆门,赵秀玲,likely_individual,8,5
荆门,钟祥市新宇机电制造有限公司,firm,8,6
荆门,鲁志强,likely_individual,7,7
荆门,李之洲,likely_individual,6,8
荆门,李卫华,likely_individual,6,9
荆门,孔繁采,likely_individual,5,10
荆门,中国特种飞行器研究所,research_institute,4,11
荆门,吴道立,likely_individual,4,12
荆门,孔敏,likely_individual,4,13
荆门,摩根凯龙(荆门)热陶瓷有限公司,firm,4,14
荆门,杨静云,likely_individual,4,15
荆门,湖北京山轻工机械股份有限公司,firm,4,16
荆门,湖北新美香食品有限公司,firm,4,17
荆门,鲁洪,likely_individual,4,18
荆门,周福伟,likely_individual,3,19
荆门,湖北凯龙化工集团股份有限公司,firm,3,20
莆田,刘文祥,likely_individual,23,1
莆田,福建正源饲料有限公司,firm,11,2
莆田,三棵树涂料股份有限公司,firm,8,3
莆田,福建中科万邦光电股份有限公司,firm,8,4
莆田,方志雄,likely_individual,6,5
莆田,福建新世纪电子材料有限公司,firm,6,6
莆田,张国王,likely_individual,4,7
莆田,徐飞鹤,likely_individual,4,8
莆田,林天华,likely_individual,4,9
莆田,福建省万邦光电科技有限公司,firm,4,10
莆田,福建省莆田市中涵机动力有限公司,firm,4,11
莆田,莆田市城厢区星华电子模具有限公司,firm,4,12
莆田,林寒清,likely_individual,3,13
莆田,福建省洪诚生物药业有限公司,firm,3,14
莆田,叶羽经,likely_individual,2,15
莆田,吴丹凤,likely_individual,2,16
莆田,李国平,likely_individual,2,17
莆田,林国全,likely_individual,2,18
莆田,林秀椿,likely_individual,2,19
莆田,福建众和股份有限公司,firm,2,20
菏泽,山东方明药业股份有限公司,firm,35,1
菏泽,韩世昌,likely_individual,14,2
菏泽,乔聚生,likely_individual,12,3
菏泽,菏泽金正大生态工程有限公司,firm,12,4
菏泽,宋强,likely_individual,11,5
菏泽,山东达驰电气有限公司,firm,9,6
菏泽,李敏,likely_individual,8,7
菏泽,袁显兰,likely_individual,8,8
菏泽,郭庆松,likely_individual,8,9
菏泽,刘兵,likely_individual,7,10
菏泽,刘福启,likely_individual,7,11
菏泽,孙明杰,likely_individual,7,12
菏泽,山东华信制药集团股份有限公司,firm,7,13
菏泽,山东步长制药有限公司,firm,7,14
菏泽,山东洪业化工集团有限公司,firm,7,15
菏泽,袁东明,likely_individual,7,16
菏泽,山东博奥华干馏炉研发有限公司,firm,6,17
菏泽,张桂松,likely_individual,6,18
菏泽,曹县精锐机械锁业有限公司,firm,6,19
菏泽,李明,likely_individual,6,20
萍乡,姚光纯,likely_individual,22,1
萍乡,倪国森,likely_individual,9,2
萍乡,江西天使烟火科技发展有限公司,firm,8,3
萍乡,李凯,likely_individual,5,4
萍乡,文鹏飞,likely_individual,4,5
萍乡,汤苏云,likely_individual,3,6
萍乡,陈焕龙,likely_individual,3,7
萍乡,三瑞科技(江西)有限公司,firm,2,8
萍乡,吴汉阳,likely_individual,2,9
萍乡,彭德远,likely_individual,2,10
萍乡,彭海泉,likely_individual,2,11
萍乡,易国松,likely_individual,2,12
萍乡,李日政,likely_individual,2,13
萍乡,欧阳贵明,likely_individual,2,14
萍乡,江西强联电瓷股份有限公司,firm,2,15
萍乡,萍乡市新安工业有限责任公司,firm,2,16
萍乡,谢振杨,likely_individual,2,17
萍乡,赖祖明,likely_individual,2,18
萍乡,何干清,likely_individual,1,19
萍乡,刘仁军,likely_individual,1,20
营口,陈耕田,likely_individual,42,1
营口,孙新龙,likely_individual,25,2
营口,薛忠运,likely_individual,21,3
营口,王克涛,likely_individual,16,4
营口,营口东邦冶金设备耐材有限公司,firm,16,5
营口,刘兴廉,likely_individual,14,6
营口,王恩清,likely_individual,14,7
营口,蓝家瑞,likely_individual,14,8
营口,宋朋泽,likely_individual,13,9
营口,游勇,likely_individual,11,10
营口,刘金忠,likely_individual,10,11
营口,王涛,likely_individual,9,12
营口,营口市风光化工有限公司,firm,6,13
营口,刘恒利,likely_individual,5,14
营口,李新宇,likely_individual,5,15
营口,营口之光创新咨询有限公司,firm,5,16
营口,营口巨成教学科技开发有限公司,firm,5,17
营口,辽宁中邦高新技术发展有限公司,firm,5,18
营口,孙国文,likely_individual,4,19
营口,营口艾特科技有限公司,firm,4,20
葫芦岛,渤海船舶重工有限责任公司,firm,15,1
葫芦岛,葫芦岛锌业股份有限公司,firm,9,2
葫芦岛,杜洋,likely_individual,7,3
葫芦岛,葫芦岛国帝药业有限责任公司,firm,7,4
葫芦岛,锦西化工研究院,research_institute,7,5
葫芦岛,葫芦岛辉宏有色金属有限公司,firm,6,6
葫芦岛,中国农业科学院果树研究所,research_institute,5,7
葫芦岛,李学员,likely_individual,5,8
葫芦岛,渤海造船厂集团有限公司,firm,5,9
葫芦岛,孙玉生,likely_individual,4,10
葫芦岛,石殿来,likely_individual,4,11
葫芦岛,葫芦岛东方实业有限公司,firm,4,12
葫芦岛,辽宁胜吉科技发展有限公司,firm,4,13
葫芦岛,中冶葫芦岛有色金属集团有限公司,firm,3,14
葫芦岛,兴城菊花岛海产品有限公司,firm,3,15
葫芦岛,刘广文,likely_individual,3,16
葫芦岛,固康春,likely_individual,3,17
葫芦岛,姚德龙,likely_individual,3,18
葫芦岛,张永存,likely_individual,3,19
葫芦岛,王鲸栋,likely_individual,3,20
蚌埠,安徽丰原发酵技术工程研究有限公司,firm,97,1
蚌埠,蚌埠丰原涂山制药有限公司,firm,43,2
蚌埠,安徽中烟工业公司,firm,29,3
蚌埠,蚌埠丰原医药科技发展有限公司,firm,28,4
蚌埠,华东光电集成器件研究所,research_institute,27,5
蚌埠,中国电子科技集团公司第四十一研究所,research_institute,26,6
蚌埠,李三猛,likely_individual,22,7
蚌埠,安徽汇精模具研发科技有限公司,firm,16,8
蚌埠,中粮生物化学(安徽)股份有限公司,firm,15,9
蚌埠,唐兴龙,likely_individual,14,10
蚌埠,安徽泰格生物技术股份有限公司,firm,14,11
蚌埠,成祖双,likely_individual,14,12
蚌埠,安徽丰原生物化学股份有限公司,firm,13,13
蚌埠,中国建材国际工程有限公司,firm,12,14
蚌埠,邵为旭,likely_individual,12,15
蚌埠,配天(安徽)电子技术有限公司,firm,12,16
蚌埠,黄宇嵩,likely_individual,12,17
蚌埠,常先苗,likely_individual,11,18
蚌埠,蚌埠通达汽车零部件有限公司,firm,11,19
蚌埠,李跃,likely_individual,10,20
衡水,王志明,likely_individual,16,1
衡水,王俊强,likely_individual,12,2
衡水,丁兴民,likely_individual,6,3
衡水,刘坤,likely_individual,6,4
衡水,彭俊超,likely_individual,6,5
衡水,赵书全,likely_individual,6,6
衡水,夏立元,likely_individual,5,7
衡水,仝国磊,likely_individual,4,8
衡水,张保发,likely_individual,4,9
衡水,张广强,likely_individual,4,10
衡水,曹小鹏,likely_individual,4,11
衡水,河北精信化工集团有限公司,firm,4,12
衡水,王长立,likely_individual,4,13
衡水,衡水供电公司,firm,4,14
衡水,衡水大禹工程橡塑科技开发有限公司,firm,4,15
衡水,冀州市中意复合材料有限公司,firm,3,16
衡水,吕松新,likely_individual,3,17
衡水,河北佰特橡胶有限公司,firm,3,18
衡水,河北省农林科学院旱作农业研究所,research_institute,3,19
衡水,河北联冠电极股份有限公司,firm,3,20
衡阳,南华大学,university_or_college,25,1
衡阳,田陆,likely_individual,20,2
衡阳,湖南天雁机械有限责任公司,firm,15,3
衡阳,湖南机油泵股份有限公司,firm,14,4
衡阳,衡阳华菱连轧管有限公司,firm,14,5
衡阳,衡阳华菱钢管有限公司,firm,14,6
衡阳,王润湘,likely_individual,8,7
衡阳,衡阳师范学院,university_or_college,8,8
衡阳,衡阳风顺车桥有限公司,firm,7,9
衡阳,李少华,likely_individual,6,10
衡阳,湖南共创光伏科技有限公司,firm,6,11
衡阳,特变电工衡阳变压器有限公司,firm,6,12
衡阳,田志恒,likely_individual,6,13
衡阳,紫光古汉集团股份有限公司,firm,6,14
衡阳,衡阳中微科技开发有限公司,firm,6,15
衡阳,湖南顺信生物科技有限公司,firm,5,16
衡阳,王宏丁,likely_individual,5,17
衡阳,中钢集团衡阳重机有限公司,firm,4,18
衡阳,杨新华,likely_individual,4,19
衡阳,湖南金杯电缆有限公司,firm,4,20
衢州,吴伟明,likely_individual,22,1
衢州,周开根,likely_individual,20,2
衢州,饶建明,likely_individual,19,3
衢州,巨化集团公司,firm,18,4
衢州,林景春,likely_individual,9,5
衢州,浙江硅宏电子科技有限公司,firm,9,6
衢州,谭亚辉,likely_individual,8,7
衢州,陈洪法,likely_individual,8,8
衢州,张云霞,likely_individual,7,9
衢州,刘灵通,likely_individual,6,10
衢州,杨国建,likely_individual,6,11
衢州,浙江凯丰纸业有限公司,firm,6,12
衢州,浙江富盛控股集团有限公司,firm,6,13
衢州,袁建华,likely_individual,6,14
衢州,郜勇军,likely_individual,6,15
衢州,汪一平,likely_individual,5,16
衢州,浙江亿思达显示科技有限公司,firm,5,17
衢州,浙江名芯半导体科技有限公司,firm,5,18
衢州,浙江科力印业新技术发展有限公司,firm,5,19
衢州,胡维民,likely_individual,5,20
襄阳,襄樊学院,university_or_college,135,1
襄阳,襄樊金鹰轨道车辆有限责任公司,firm,25,2
襄阳,际华三五四二纺织有限公司,firm,23,3
襄阳,南车襄樊机车有限公司,firm,16,4
襄阳,湖北新华光信息材料股份有限公司,firm,16,5
襄阳,新兴重工湖北三六一一机械有限公司,firm,14,6
襄阳,晴雯,likely_individual,14,7
襄阳,中国航天科技集团公司第四研究院第四十二所,research_institute,11,8
襄阳,航宇救生装备有限公司,firm,11,9
襄阳,襄樊五二五泵业有限公司,firm,11,10
襄阳,襄樊市博亚机械有限公司,firm,11,11
襄阳,湖北新华光信息材料有限公司,firm,10,12
襄阳,南车洛阳机车有限公司,firm,9,13
襄阳,湖北回天胶业股份有限公司,firm,9,14
襄阳,湖北新火炬科技股份有限公司,firm,9,15
襄阳,东风德纳车桥有限公司,firm,8,16
襄阳,周菲菲,likely_individual,8,17
襄阳,襄樊新四五印染有限责任公司,firm,8,18
襄阳,彭鑫港,likely_individual,7,19
襄阳,襄樊博亚精工机器有限公司,firm,7,20
西双版纳傣族自治州,西双版纳傣族自治州民族医药研究所,research_institute,10,1
西双版纳傣族自治州,汉麻产业投资控股有限公司,firm,8,2
西双版纳傣族自治州,云南勐象竹业有限公司,firm,5,3
西双版纳傣族自治州,云南省热带作物科学研究所,research_institute,4,4
西双版纳傣族自治州,西双版纳版纳药业有限责任公司,firm,4,5
西双版纳傣族自治州,李定忠,likely_individual,3,6
西双版纳傣族自治州,云南省农业科学院茶叶研究所,research_institute,2,7
西双版纳傣族自治州,刀玉丹,likely_individual,2,8
西双版纳傣族自治州,吴锦华,likely_individual,2,9
西双版纳傣族自治州,乔昕,likely_individual,1,10
西双版纳傣族自治州,云南红土生源药用生物科技开发有限公司,firm,1,11
西双版纳傣族自治州,云南纳西泉食品饮料有限责任公司,firm,1,12
西双版纳傣族自治州,何汝桥,likely_individual,1,13
西双版纳傣族自治州,刘丰,likely_individual,1,14
西双版纳傣族自治州,刘芳,likely_individual,1,15
西双版纳傣族自治州,勐海县云茶科技有限责任公司,firm,1,16
西双版纳傣族自治州,朱富银,likely_individual,1,17
西双版纳傣族自治州,桂兰仙,likely_individual,1,18
西双版纳傣族自治州,王树山,likely_individual,1,19
西双版纳傣族自治州,苟高平,likely_individual,1,20
西宁,中国科学院青海盐湖研究所,research_institute,73,1
西宁,中国科学院西北高原生物研究所,research_institute,52,2
西宁,陶财德,likely_individual,25,3
西宁,苟春虎,likely_individual,20,4
西宁,西部矿业股份有限公司,firm,16,5
西宁,邢玉明,likely_individual,13,6
西宁,青海电力科学试验研究院,research_institute,11,7
西宁,青海康普生物科技股份有限公司,firm,9,8
西宁,青海大学,university_or_college,8,9
西宁,黄国宏,likely_individual,8,10
西宁,青海清华博众生物技术有限公司,firm,7,11
西宁,青海省格拉丹东药业有限公司,firm,5,12
西宁,青海西部矿业科技有限公司,firm,5,13
西宁,史建全,likely_individual,4,14
西宁,铁生年,likely_individual,4,15
西宁,闫涛,likely_individual,4,16
西宁,陈元涛,likely_individual,4,17
西宁,青海师范大学,university_or_college,4,18
西宁,青海物通(集团)实业有限公司,firm,4,19
西宁,青海青美生物资源研究开发有限公司,firm,4,20
西安,西安交通大学,university_or_college,1337,1
西安,西北工业大学,university_or_college,852,2
西安,西安电子科技大学,university_or_college,807,3
西安,陕西科技大学,university_or_college,720,4
西安,西安理工大学,university_or_college,278,5
西安,中国人民解放军第四军医大学,university_or_college,258,6
西安,长安大学,university_or_college,257,7
西安,西安建筑科技大学,university_or_college,255,8
西安,中国科学院西安光学精密机械研究所,research_institute,187,9
西安,陕西师范大学,university_or_college,177,10
西安,无敌科技(西安)有限公司,firm,164,11
西安,西安金和光学科技有限公司,firm,157,12
西安,西北有色金属研究院,research_institute,155,13
西安,西北大学,university_or_college,139,14
西安,西安近代化学研究所,research_institute,139,15
西安,中国西电电气股份有限公司,firm,122,16
西安,西安信唯信息科技有限公司,firm,102,17
西安,西安石油大学,university_or_college,85,18
西安,西安工程大学,university_or_college,84,19
西安,西安西电捷通无线网络通信有限公司,firm,82,20
许昌,河南省电力公司许昌供电公司,firm,73,1
许昌,河南新天地药业有限公司,firm,42,2
许昌,许继集团有限公司,firm,40,3
许昌,河南瑞贝卡发制品股份有限公司,firm,26,4
许昌,河南新天地药业股份有限公司,firm,22,5
许昌,河南鸿昌电子有限公司,firm,19,6
许昌,张军才,likely_individual,15,7
许昌,河南众品食业股份有限公司,firm,15,8
许昌,河南森源电气股份有限公司,firm,13,9
许昌,河南黄河旋风股份有限公司,firm,13,10
许昌,河南省长葛市新能源研究所,research_institute,12,11
许昌,王德荣,likely_individual,11,12
许昌,许昌恒源发制品股份有限公司,firm,11,13
许昌,河南久大电子电器有限公司,firm,10,14
许昌,河南德信电瓷有限公司,firm,9,15
许昌,河南省今派实业有限公司,firm,9,16
许昌,河南许绝电工绝缘材料有限公司,firm,9,17
许昌,河南爱迪德电力设备有限责任公司,firm,8,18
许昌,刘卫东,likely_individual,7,19
许昌,禹州市森源本草天然产物有限公司,firm,7,20
贵港,广西安泰化工有限责任公司,firm,5,1
贵港,曾梓,likely_individual,4,2
贵港,广西源安堂药业有限公司,firm,3,3
贵港,梁运富,likely_individual,3,4
贵港,黄伟,likely_individual,3,5
贵港,广西贵港市群星电缆有限公司,firm,2,6
贵港,汪大汪,likely_individual,2,7
贵港,陈万利,likely_individual,2,8
贵港,何虹兑,likely_individual,1,9
贵港,刘金华,likely_individual,1,10
贵港,向金健,likely_individual,1,11
贵港,广西五菱福达车辆有限公司,firm,1,12
贵港,广西巴帝食品有限责任公司,firm,1,13
贵港,广西科穗环境科技有限公司,firm,1,14
贵港,广西贵港联合收割机有限公司,firm,1,15
贵港,广西贵糖(集团)股份有限公司,firm,1,16
贵港,广西远辰锰业有限公司,firm,1,17
贵港,张海生,likely_individual,1,18
贵港,曾华,likely_individual,1,19
贵港,李列明,likely_individual,1,20
贵阳,贵阳铝镁设计研究院,research_institute,238,1
贵阳,贵州大学,university_or_college,212,2
贵阳,瓮福(集团)有限责任公司,firm,157,3
贵阳,贵州华科铝材料工程技术研究有限公司,firm,111,4
贵阳,贵阳铝镁设计研究院有限公司,firm,92,5
贵阳,贵州航天电器股份有限公司,firm,49,6
贵阳,贵州益佰制药股份有限公司,firm,30,7
贵阳,贵州中烟工业有限责任公司,firm,25,8
贵阳,国家复合改性聚合物材料工程技术研究中心,other_org_or_unclear,24,9
贵阳,贵州省建筑材料科学研究设计院,other_org_or_unclear,23,10
贵阳,中国科学院地球化学研究所,research_institute,20,11
贵阳,中国移动通信集团贵州有限公司,firm,19,12
贵阳,贵州师范大学,university_or_college,19,13
贵阳,南方汇通股份有限公司,firm,18,14
贵阳,贵州信邦制药股份有限公司,firm,18,15
贵阳,贵州电力试验研究院,research_institute,18,16
贵阳,贵州红林机械有限公司,firm,17,17
贵阳,贵州久联民爆器材发展股份有限公司,firm,15,18
贵阳,贵阳医学院,university_or_college,15,19
贵阳,贵阳柏丝特化工有限公司,firm,15,20
贺州,广西贺州市桂东电子科技有限责任公司,firm,14,1
贺州,蒋科化,likely_individual,9,2
贺州,李先兰,likely_individual,7,3
贺州,贺州学院,university_or_college,7,4
贺州,广西钟山长城矿山机械厂,firm,6,5
贺州,柳延东,likely_individual,6,6
贺州,仲景林,likely_individual,5,7
贺州,蒋科富,likely_individual,5,8
贺州,蒋科罡,likely_individual,5,9
贺州,钟桂英,likely_individual,5,10
贺州,陈花娇,likely_individual,5,11
贺州,广西真龙彩印包装有限公司,firm,4,12
贺州,张雅静,likely_individual,4,13
贺州,周维武,likely_individual,3,14
贺州,黄义干,likely_individual,3,15
贺州,黄景诚,likely_individual,3,16
贺州,广西贺州玖典科技发展有限公司,firm,2,17
贺州,莫启令,likely_individual,2,18
贺州,陈高明,likely_individual,2,19
贺州,刘双度,likely_individual,1,20
资阳,南车资阳机车有限公司,firm,13,1
资阳,四川禾邦阳光制药股份有限公司,firm,10,2
资阳,四川空分设备(集团)有限责任公司,firm,10,3
资阳,四川轮胎橡胶(集团)股份有限公司,firm,9,4
资阳,余义伦,likely_individual,6,5
资阳,四川珍珠制药有限公司,firm,6,6
资阳,四川正东农牧集团有限责任公司,firm,4,7
资阳,四川省杨森乳业有限责任公司,firm,4,8
资阳,吴国成,likely_individual,3,9
资阳,四川天虎工具有限责任公司,firm,3,10
资阳,四川省农业科学院经济作物育种栽培研究所,research_institute,3,11
资阳,岳亮,likely_individual,3,12
资阳,李兵,likely_individual,3,13
资阳,詹朝润,likely_individual,3,14
资阳,四川国光农化股份有限公司,firm,2,15
资阳,四川大千药业有限公司,firm,2,16
资阳,四川杰特机器有限公司,firm,2,17
资阳,田均,likely_individual,2,18
资阳,蒋万文,likely_individual,2,19
资阳,谭明中,likely_individual,2,20
赣州,江西理工大学,university_or_college,41,1
赣州,江西山香药业有限公司,firm,27,2
赣州,江西青峰药业有限公司,firm,10,3
赣州,汤科儿,likely_individual,9,4
赣州,涂鸿,likely_individual,9,5
赣州,赣州虔东稀土集团股份有限公司,firm,7,6
赣州,张贵华,likely_individual,6,7
赣州,杜子曦,likely_individual,6,8
赣州,唐东升,likely_individual,5,9
赣州,崇义章源钨业股份有限公司,firm,5,10
赣州,江西省龙钇重稀土材料有限责任公司,firm,5,11
赣州,夏京,likely_individual,4,12
赣州,朱壹,likely_individual,4,13
赣州,杜俊明,likely_individual,4,14
赣州,穆诗智,likely_individual,4,15
赣州,赣州菊隆高科技实业有限公司,firm,4,16
赣州,龙南龙钇重稀土科技股份有限公司,firm,4,17
赣州,张建玲,likely_individual,3,18
赣州,曾永斌,likely_individual,3,19
赣州,江西明达功能材料有限责任公司,firm,3,20
赤峰,李国辉,likely_individual,20,1
赤峰,赤峰天奇制药有限责任公司,firm,7,2
赤峰,韩玉祥,likely_individual,7,3
赤峰,内蒙古草原兴发食品有限公司,firm,5,4
赤峰,张然,likely_individual,5,5
赤峰,赤峰制药股份有限公司,firm,5,6
赤峰,王俊斗,likely_individual,4,7
赤峰,赤峰博恩药业有限公司,firm,4,8
赤峰,佘运强,likely_individual,3,9
赤峰,内蒙古宁城天宇化工有限公司,firm,3,10
赤峰,冯全君,likely_individual,3,11
赤峰,刘艳昭,likely_individual,3,12
赤峰,吴晓彤,likely_individual,3,13
赤峰,姜文平,likely_individual,3,14
赤峰,张博雅,likely_individual,3,15
赤峰,张吉越,likely_individual,3,16
赤峰,张杉,likely_individual,3,17
赤峰,林树芳,likely_individual,3,18
赤峰,白一求,likely_individual,3,19
赤峰,许尧,likely_individual,3,20
辽源,吉林麦达斯铝业有限公司,firm,4,1
辽源,刘金山,likely_individual,3,2
辽源,吉林省东丰药业股份有限公司,firm,3,3
辽源,吉林省元隆达工装设备有限公司,firm,3,4
辽源,辽源市麒鸣生物技术综合开发有限公司,firm,3,5
辽源,刘刚,likely_individual,2,6
辽源,吉林利源铝业股份有限公司,firm,2,7
辽源,吉林省鸿源机床制造有限责任公司,firm,2,8
辽源,王延海,likely_individual,2,9
辽源,刘宇翔,likely_individual,1,10
辽源,吉林省博大伟业制药有限公司,firm,1,11
辽源,吉林省博大制药有限责任公司,firm,1,12
辽源,吉林省希玛生物科技有限公司,firm,1,13
辽源,夏中军,likely_individual,1,14
辽源,姜伟,likely_individual,1,15
辽源,孙凯,likely_individual,1,16
辽源,孙广立,likely_individual,1,17
辽源,孙晓东,likely_individual,1,18
辽源,孙玉林,likely_individual,1,19
辽源,宋利刚,likely_individual,1,20
辽阳,辽宁奥克化学股份有限公司,firm,17,1
辽阳,辽阳石化机械设计制造有限公司,firm,14,2
辽阳,王吉广,likely_individual,11,3
辽阳,王际威,likely_individual,7,4
辽阳,高莹,likely_individual,6,5
辽阳,刘洪锁,likely_individual,5,6
辽阳,刘胜群,likely_individual,5,7
辽阳,周立军,likely_individual,5,8
辽阳,孙会民,likely_individual,5,9
辽阳,孙情为,likely_individual,5,10
辽阳,李国忠,likely_individual,5,11
辽阳,沈阳工业大学,university_or_college,5,12
辽阳,赵仁理,likely_individual,5,13
辽阳,何利,likely_individual,4,14
辽阳,尼起鑫,likely_individual,4,15
辽阳,王及元,likely_individual,4,16
辽阳,王延杰,likely_individual,4,17
辽阳,盖连发,likely_individual,4,18
辽阳,辽宁益康生物制品有限公司,firm,4,19
辽阳,辽宁科隆精细化工股份有限公司,firm,4,20
达州,达州市恒成能源(集团)有限责任公司,firm,6,1
达州,四川省达州钢铁集团有限责任公司,firm,4,2
达州,成都地奥集团天府药业股份有限公司,firm,4,3
达州,李中平,likely_individual,4,4
达州,王星,likely_individual,4,5
达州,袁小勇,likely_individual,4,6
达州,达州电业局,other_org_or_unclear,4,7
达州,严笳化,likely_individual,3,8
达州,唐志,likely_individual,3,9
达州,四川川东电缆有限责任公司,firm,3,10
达州,文谟统,likely_individual,3,11
达州,何昌霖,likely_individual,2,12
达州,刘之政,likely_individual,2,13
达州,四川达兴能源股份有限公司,firm,2,14
达州,王建全,likely_individual,2,15
达州,何文安,likely_individual,1,16
达州,刘大仁,likely_individual,1,17
达州,刘道明,likely_individual,1,18
达州,吴子由,likely_individual,1,19
达州,周宗明,likely_individual,1,20
运城,永济新时速电机电器有限责任公司,firm,83,1
运城,梁坚平,likely_individual,12,2
运城,山西银光华盛镁业股份有限公司,firm,10,3
运城,南风化工集团股份有限公司,firm,8,4
运城,山西青山化工有限公司,firm,7,5
运城,李策,likely_individual,7,6
运城,际华三五三四制衣有限公司,firm,7,7
运城,冯宏章,likely_individual,5,8
运城,山西省农业科学院棉花研究所,research_institute,5,9
运城,侯维栋,likely_individual,4,10
运城,王衡,likely_individual,4,11
运城,运城恒磁科技有限公司,firm,4,12
运城,阮克胜,likely_individual,4,13
运城,侯西平,likely_individual,3,14
运城,山西东睦华晟粉末冶金有限公司,firm,3,15
运城,山西亚宝药业集团股份有限公司,firm,3,16
运城,山西永东化工股份有限公司,firm,3,17
运城,山西省运城安瑞节能风机有限公司,firm,3,18
运城,山西阳煤丰喜肥业(集团)有限责任公司,firm,3,19
运城,张辉,likely_individual,3,20
连云港,淮海工学院,university_or_college,106,1
连云港,江苏恒瑞医药股份有限公司,firm,46,2
连云港,江苏康缘药业股份有限公司,firm,30,3
连云港,江苏正大天晴药业股份有限公司,firm,28,4
连云港,翟兆明,likely_individual,17,5
连云港,张万鹏,likely_individual,13,6
连云港,中蓝连海设计研究院,research_institute,12,7
连云港,王行安,likely_individual,12,8
连云港,中复神鹰碳纤维有限责任公司,firm,10,9
连云港,江苏豪森药业股份有限公司,firm,10,10
连云港,孙广喜,likely_individual,9,11
连云港,徐寿海,likely_individual,9,12
连云港,江苏豪森医药集团有限公司,firm,9,13
连云港,连云港杰瑞电子有限公司,firm,9,14
连云港,孙德云,likely_individual,8,15
连云港,杜兴文,likely_individual,8,16
连云港,江苏省电力公司连云港供电公司,firm,8,17
连云港,连云港中复连众复合材料集团有限公司,firm,8,18
连云港,何林,likely_individual,7,19
连云港,张修成,likely_individual,7,20
迪庆藏族自治州,香格里拉县圣宝食品进出口有限责任公司,firm,3,1
迪庆藏族自治州,云南迪庆矿业开发有限责任公司,firm,2,2
迪庆藏族自治州,维西县康邦美味绿色资源开发公司,firm,2,3
通化,吉林省宏久生物科技股份有限公司,firm,12,1
通化,吉林紫鑫药业股份有限公司,firm,10,2
通化,通化华夏药业有限责任公司,firm,8,3
通化,博安兄弟制药(中国)有限公司,firm,7,4
通化,潘首德,likely_individual,6,5
通化,李强,likely_individual,5,6
通化,赵广钧,likely_individual,4,7
通化,通化东宝药业股份有限公司,firm,4,8
通化,通化力神保健品有限公司,firm,4,9
通化,通化双龙化工股份有限公司,firm,4,10
通化,霍善明,likely_individual,4,11
通化,高阳,likely_individual,4,12
通化,吉林省辉南长龙生化药业股份有限公司,firm,3,13
通化,吉林省集安益盛药业股份有限公司,firm,3,14
通化,尹享邑,likely_individual,3,15
通化,茂祥集团吉林制药有限公司,firm,3,16
通化,通化市林蛙研究所,research_institute,3,17
通化,通化师范学院,university_or_college,3,18
通化,通化昌源医药科技有限公司,firm,3,19
通化,通化耐博耐火材料有限责任公司,firm,3,20
通辽,内蒙古通辽岳泰股份有限公司,firm,5,1
通辽,内蒙古库伦蒙药厂,firm,4,2
通辽,包桂荣,likely_individual,4,3
通辽,邓亚东,likely_individual,4,4
通辽,刘义,likely_individual,3,5
通辽,孙志文,likely_individual,3,6
通辽,张建臣,likely_individual,3,7
通辽,杨淑环,likely_individual,3,8
通辽,梁布赫朝鲁,other_org_or_unclear,3,9
通辽,中电投蒙东能源集团有限责任公司,firm,2,10
通辽,内蒙古清谷新禾有机食品有限责任公司,firm,2,11
通辽,内蒙古皓海化工有限责任公司,firm,2,12
通辽,内蒙古蒙药股份有限公司,firm,2,13
通辽,冯成伟,likely_individual,2,14
通辽,图雅,likely_individual,2,15
通辽,奈曼旗中华麦饭石开发有限公司,firm,2,16
通辽,奥乌力吉,likely_individual,2,17
通辽,崔承波,likely_individual,2,18
通辽,王国峰,likely_individual,2,19
通辽,白心亮,likely_individual,2,20
遂宁,四川省隆鑫科技包装有限公司,firm,10,1
遂宁,李家民,likely_individual,9,2
遂宁,邹海,likely_individual,8,3
遂宁,邹家福,likely_individual,6,4
遂宁,彭明成,likely_individual,4,5
遂宁,四川天齐锂业股份有限公司,firm,3,6
遂宁,四川柏狮光电技术有限公司,firm,3,7
遂宁,四川省蓬溪县弘桥实业有限公司,firm,3,8
