city,year,province,broadband_china_pilot,smart_city_pilot,bigdata_comprehensive_pilot,innovative_city_pilot,national_hightech_zone,ip_demo_city,information_consumption_pilot,ecommerce_demo_city,policy_source_note
吐鲁番,2023,,0,0,0,0,0,0,0,0,
吕梁,2008,山西省,0,0,0,0,0,0,0,0,
吕梁,2009,山西省,0,0,0,0,0,0,0,0,
吕梁,2010,山西省,0,0,0,0,0,0,0,0,
吕梁,2011,山西省,0,0,0,0,0,0,0,0,
吕梁,2012,山西省,0,0,0,0,0,0,0,0,
吕梁,2013,山西省,0,0,0,0,0,0,0,0,
吕梁,2014,山西省,0,0,0,0,0,0,0,0,
吕梁,2015,山西省,0,0,0,0,0,0,0,0,
吕梁,2016,山西省,0,0,0,0,0,0,0,0,
吕梁,2017,山西省,0,0,0,0,0,0,0,0,
吕梁,2018,山西省,0,0,0,0,0,0,0,0,
吕梁,2019,山西省,0,0,0,0,0,0,0,0,
吕梁,2020,山西省,0,0,0,0,0,0,0,0,
吕梁,2021,山西省,0,0,0,0,0,0,0,0,
吕梁,2022,山西省,0,0,0,0,0,0,0,0,
吕梁,2023,山西省,0,0,0,0,0,0,0,0,
吴忠,2008,宁夏回族自治区,0,0,0,0,0,0,0,0,
吴忠,2009,宁夏回族自治区,0,0,0,0,0,0,0,0,
吴忠,2010,宁夏回族自治区,0,0,0,0,0,0,0,0,
吴忠,2011,宁夏回族自治区,0,0,0,0,0,0,0,0,
吴忠,2012,宁夏回族自治区,0,0,0,0,0,0,0,0,
吴忠,2013,宁夏回族自治区,0,0,0,0,0,0,0,0,
吴忠,2014,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2015,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2016,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2017,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2018,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2019,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2020,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2021,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2022,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
吴忠,2023,宁夏回族自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
周口,2008,河南省,0,0,0,0,0,0,0,0,
周口,2009,河南省,0,0,0,0,0,0,0,0,
周口,2010,河南省,0,0,0,0,0,0,0,0,
周口,2011,河南省,0,0,0,0,0,0,0,0,
周口,2012,河南省,0,0,0,0,0,0,0,0,
周口,2013,河南省,0,0,0,0,0,0,0,0,
周口,2014,河南省,0,0,0,0,0,0,0,0,
周口,2015,河南省,0,0,0,0,0,0,0,0,
周口,2016,河南省,0,0,0,0,0,0,0,0,
周口,2017,河南省,0,0,0,0,0,0,0,0,
周口,2018,河南省,0,0,0,0,0,0,0,0,
周口,2019,河南省,0,0,0,0,0,0,0,0,
周口,2020,河南省,0,0,0,0,0,0,0,0,
周口,2021,河南省,0,0,0,0,0,0,0,0,
周口,2022,河南省,0,0,0,0,0,0,0,0,
周口,2023,河南省,0,0,0,0,0,0,0,0,
呼伦贝尔,2008,,0,0,0,0,0,0,0,0,
呼伦贝尔,2009,,0,0,0,0,0,0,0,0,
呼伦贝尔,2010,,0,0,0,0,0,0,0,0,
呼伦贝尔,2011,,0,0,0,0,0,0,0,0,
呼伦贝尔,2012,,0,0,0,0,0,0,0,0,
呼伦贝尔,2013,,0,0,0,0,0,0,0,0,
呼伦贝尔,2014,,0,0,0,0,0,0,0,0,
呼伦贝尔,2015,,0,0,0,0,0,0,0,0,
呼伦贝尔,2016,,0,0,0,0,0,0,0,0,
呼伦贝尔,2017,,0,0,0,0,0,0,0,0,
呼伦贝尔,2018,,0,0,0,0,0,0,0,0,
呼伦贝尔,2019,,0,0,0,0,0,0,0,0,
呼伦贝尔,2020,,0,0,0,0,0,0,0,0,
呼伦贝尔,2021,,0,0,0,0,0,0,0,0,
呼伦贝尔,2022,,0,0,0,0,0,0,0,0,
呼伦贝尔,2023,,0,0,0,0,0,0,0,0,
呼和浩特,2008,内蒙古自治区,0,0,0,0,0,0,0,0,
呼和浩特,2009,内蒙古自治区,0,0,0,0,0,0,0,0,
呼和浩特,2010,内蒙古自治区,0,0,0,0,0,0,0,0,
呼和浩特,2011,内蒙古自治区,0,0,0,0,0,0,0,0,
呼和浩特,2012,内蒙古自治区,0,0,0,0,0,0,0,0,
呼和浩特,2013,内蒙古自治区,0,0,0,0,0,0,0,0,
呼和浩特,2014,内蒙古自治区,0,0,0,0,0,0,0,0,
呼和浩特,2015,内蒙古自治区,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
呼和浩特,2016,内蒙古自治区,1,0,0,1,0,0,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;
呼和浩特,2017,内蒙古自治区,1,0,0,1,0,0,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;
呼和浩特,2018,内蒙古自治区,1,0,0,1,0,0,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;
呼和浩特,2019,内蒙古自治区,1,0,0,1,0,0,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;
呼和浩特,2020,内蒙古自治区,1,0,0,1,0,0,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;
呼和浩特,2021,内蒙古自治区,1,0,0,1,0,0,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;
呼和浩特,2022,内蒙古自治区,1,0,0,1,0,0,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;
呼和浩特,2023,内蒙古自治区,1,0,0,1,0,0,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;
和田,2016,,0,0,0,0,0,0,0,0,
和田,2017,,0,0,0,0,0,0,0,0,
和田,2020,,0,0,0,0,0,0,0,0,
和田,2021,,0,0,0,0,0,0,0,0,
和田,2022,,0,0,0,0,0,0,0,0,
和田,2023,,0,0,0,0,0,0,0,0,
和田地区,2008,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2009,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2010,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2011,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2012,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2013,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2014,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2015,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2016,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2017,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2018,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2019,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2020,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2021,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2022,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
和田地区,2023,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
咸宁,2008,湖北省,0,0,0,0,0,0,0,0,
咸宁,2009,湖北省,0,0,0,0,0,0,0,0,
咸宁,2010,湖北省,0,0,0,0,0,0,0,0,
咸宁,2011,湖北省,0,0,0,0,0,0,0,0,
咸宁,2012,湖北省,0,0,0,0,0,0,0,0,
咸宁,2013,湖北省,0,0,0,0,0,0,0,0,
咸宁,2014,湖北省,0,0,0,0,0,0,0,0,
咸宁,2015,湖北省,0,0,0,0,0,0,0,0,
咸宁,2016,湖北省,0,0,0,0,0,0,0,0,
咸宁,2017,湖北省,0,0,0,0,0,0,0,0,
咸宁,2018,湖北省,0,0,0,0,0,0,0,0,
咸宁,2019,湖北省,0,0,0,0,0,0,0,0,
咸宁,2020,湖北省,0,0,0,0,0,0,0,0,
咸宁,2021,湖北省,0,0,0,0,0,0,0,0,
咸宁,2022,湖北省,0,0,0,0,0,0,0,0,
咸宁,2023,湖北省,0,0,0,0,0,0,0,0,
咸阳,2008,陕西省,0,0,0,0,0,0,0,0,
咸阳,2009,陕西省,0,0,0,0,0,0,0,0,
咸阳,2010,陕西省,0,0,0,0,0,0,0,0,
咸阳,2011,陕西省,0,0,0,0,0,0,0,0,
咸阳,2012,陕西省,0,0,0,0,0,0,0,0,
咸阳,2013,陕西省,0,0,0,0,0,0,0,0,
咸阳,2014,陕西省,0,0,0,0,0,0,0,0,
咸阳,2015,陕西省,0,0,0,0,0,0,0,0,
咸阳,2016,陕西省,0,0,0,0,0,0,0,0,
咸阳,2017,陕西省,0,0,0,0,0,0,0,0,
咸阳,2018,陕西省,0,0,0,0,0,0,0,0,
咸阳,2019,陕西省,0,0,0,0,0,0,0,0,
咸阳,2020,陕西省,0,0,0,0,0,0,0,0,
咸阳,2021,陕西省,0,0,0,0,0,0,0,0,
咸阳,2022,陕西省,0,0,0,0,0,0,0,0,
咸阳,2023,陕西省,0,0,0,0,0,0,0,0,
哈密,2008,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2009,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2010,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2011,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2012,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2013,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2014,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2015,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2016,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2017,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2018,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2019,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2020,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2021,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2022,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈密,2023,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
哈尔滨,2008,黑龙江省,0,0,0,0,0,0,0,0,
哈尔滨,2009,黑龙江省,0,0,0,0,0,0,0,0,
哈尔滨,2010,黑龙江省,0,0,0,0,0,0,0,0,
哈尔滨,2011,黑龙江省,0,0,0,0,0,0,0,0,
哈尔滨,2012,黑龙江省,0,0,0,0,0,1,0,0,ip_demo_city:2012;
哈尔滨,2013,黑龙江省,0,0,0,0,0,1,0,0,ip_demo_city:2012;
哈尔滨,2014,黑龙江省,1,0,0,0,0,1,0,0,broadband_china_pilot:2014;ip_demo_city:2012;
哈尔滨,2015,黑龙江省,1,0,0,0,0,1,0,0,broadband_china_pilot:2014;ip_demo_city:2012;
哈尔滨,2016,黑龙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;ip_demo_city:2012;
哈尔滨,2017,黑龙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;ip_demo_city:2012;
哈尔滨,2018,黑龙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;ip_demo_city:2012;
哈尔滨,2019,黑龙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;ip_demo_city:2012;
哈尔滨,2020,黑龙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;ip_demo_city:2012;
哈尔滨,2021,黑龙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;ip_demo_city:2012;
哈尔滨,2022,黑龙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;ip_demo_city:2012;
哈尔滨,2023,黑龙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2014;innovative_city_pilot:2016;ip_demo_city:2012;
唐山,2008,河北省,0,0,0,0,0,0,0,0,
唐山,2009,河北省,0,0,0,0,0,0,0,0,
唐山,2010,河北省,0,0,0,0,0,0,0,0,
唐山,2011,河北省,0,0,0,0,0,0,0,0,
唐山,2012,河北省,0,0,0,0,0,0,0,0,
唐山,2013,河北省,0,0,0,0,0,0,0,0,
唐山,2014,河北省,0,0,0,0,0,0,0,0,
唐山,2015,河北省,0,0,0,0,0,0,0,0,
唐山,2016,河北省,0,0,1,1,0,0,0,0,innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
唐山,2017,河北省,0,0,1,1,0,0,0,0,innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
唐山,2018,河北省,0,0,1,1,0,0,0,0,innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
唐山,2019,河北省,0,0,1,1,0,0,0,0,innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
唐山,2020,河北省,0,0,1,1,0,0,0,0,innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
唐山,2021,河北省,0,0,1,1,0,0,0,0,innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
唐山,2022,河北省,0,0,1,1,0,0,0,0,innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
唐山,2023,河北省,0,0,1,1,0,0,0,0,innovative_city_pilot:2016;bigdata_comprehensive_pilot:2016;
商丘,2008,河南省,0,0,0,0,0,0,0,0,
商丘,2009,河南省,0,0,0,0,0,0,0,0,
商丘,2010,河南省,0,0,0,0,0,0,0,0,
商丘,2011,河南省,0,0,0,0,0,0,0,0,
商丘,2012,河南省,0,0,0,0,0,0,0,0,
商丘,2013,河南省,0,0,0,0,0,0,0,0,
商丘,2014,河南省,0,0,0,0,0,0,0,0,
商丘,2015,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
商丘,2016,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;broadband_china_pilot:2016;
商丘,2017,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;broadband_china_pilot:2016;
商丘,2018,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;broadband_china_pilot:2016;
商丘,2019,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;broadband_china_pilot:2016;
商丘,2020,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;broadband_china_pilot:2016;
商丘,2021,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;broadband_china_pilot:2016;
商丘,2022,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;broadband_china_pilot:2016;
商丘,2023,河南省,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;broadband_china_pilot:2016;
商洛,2008,陕西省,0,0,0,0,0,0,0,0,
商洛,2009,陕西省,0,0,0,0,0,0,0,0,
商洛,2010,陕西省,0,0,0,0,0,0,0,0,
商洛,2011,陕西省,0,0,0,0,0,0,0,0,
商洛,2012,陕西省,0,0,0,0,0,0,0,0,
商洛,2013,陕西省,0,0,0,0,0,0,0,0,
商洛,2014,陕西省,0,0,0,0,0,0,0,0,
商洛,2015,陕西省,0,0,0,0,0,0,0,0,
商洛,2016,陕西省,0,0,0,0,0,0,0,0,
商洛,2017,陕西省,0,0,0,0,0,0,0,0,
商洛,2018,陕西省,0,0,0,0,0,0,0,0,
商洛,2019,陕西省,0,0,0,0,0,0,0,0,
商洛,2020,陕西省,0,0,0,0,0,0,0,0,
商洛,2021,陕西省,0,0,0,0,0,0,0,0,
商洛,2022,陕西省,0,0,0,0,0,0,0,0,
商洛,2023,陕西省,0,0,0,0,0,0,0,0,
喀什,2017,,0,0,0,0,0,0,0,0,
喀什,2018,,0,0,0,0,0,0,0,0,
喀什,2019,,0,0,0,0,0,0,0,0,
喀什,2020,,0,0,0,0,0,0,0,0,
喀什,2021,,0,0,0,0,0,0,0,0,
喀什,2022,,0,0,0,0,0,0,0,0,
喀什,2023,,0,0,0,0,0,0,0,0,
喀什地区,2008,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2009,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2010,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2011,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2012,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2013,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2014,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2015,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2016,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2017,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2018,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2019,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2020,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2021,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2022,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
喀什地区,2023,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
嘉义,2023,,0,0,0,0,0,0,0,0,
嘉义县,2020,,0,0,0,0,0,0,0,0,
嘉义县,2021,,0,0,0,0,0,0,0,0,
嘉义县,2022,,0,0,0,0,0,0,0,0,
嘉义县,2023,,0,0,0,0,0,0,0,0,
嘉兴,2008,浙江省,0,0,0,0,0,0,0,0,
嘉兴,2009,浙江省,0,0,0,0,0,0,0,0,
嘉兴,2010,浙江省,0,0,0,0,0,0,0,0,
嘉兴,2011,浙江省,0,0,0,0,0,0,0,0,
嘉兴,2012,浙江省,0,0,0,0,0,0,0,0,
嘉兴,2013,浙江省,0,0,0,0,0,1,0,0,ip_demo_city:2013;
嘉兴,2014,浙江省,0,0,0,0,0,1,0,0,ip_demo_city:2013;
嘉兴,2015,浙江省,1,0,0,0,0,1,0,0,broadband_china_pilot:2015;ip_demo_city:2013;
嘉兴,2016,浙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;ip_demo_city:2013;
嘉兴,2017,浙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;ip_demo_city:2013;
嘉兴,2018,浙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;ip_demo_city:2013;
嘉兴,2019,浙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;ip_demo_city:2013;
嘉兴,2020,浙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;ip_demo_city:2013;
嘉兴,2021,浙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;ip_demo_city:2013;
嘉兴,2022,浙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;ip_demo_city:2013;
嘉兴,2023,浙江省,1,0,0,1,0,1,0,0,broadband_china_pilot:2015;innovative_city_pilot:2016;ip_demo_city:2013;
嘉峪关,2008,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2009,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2010,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2011,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2012,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2013,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2014,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2015,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2016,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2017,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2018,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2019,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2020,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2021,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2022,甘肃省,0,0,0,0,0,0,0,0,
嘉峪关,2023,甘肃省,0,0,0,0,0,0,0,0,
四平,2008,吉林省,0,0,0,0,0,0,0,0,
四平,2009,吉林省,0,0,0,0,0,0,0,0,
四平,2010,吉林省,0,0,0,0,0,0,0,0,
四平,2011,吉林省,0,0,0,0,0,0,0,0,
四平,2012,吉林省,0,0,0,0,0,0,0,0,
四平,2013,吉林省,0,0,0,0,0,0,0,0,
四平,2014,吉林省,0,0,0,0,0,0,0,0,
四平,2015,吉林省,0,0,0,0,0,0,0,0,
四平,2016,吉林省,0,0,0,0,0,0,0,0,
四平,2017,吉林省,0,0,0,0,0,0,0,0,
四平,2018,吉林省,0,0,0,0,0,0,0,0,
四平,2019,吉林省,0,0,0,0,0,0,0,0,
四平,2020,吉林省,0,0,0,0,0,0,0,0,
四平,2021,吉林省,0,0,0,0,0,0,0,0,
四平,2022,吉林省,0,0,0,0,0,0,0,0,
四平,2023,吉林省,0,0,0,0,0,0,0,0,
固原,2009,,0,0,0,0,0,0,0,0,
固原,2010,,0,0,0,0,0,0,0,0,
固原,2011,,0,0,0,0,0,0,0,0,
固原,2012,,0,0,0,0,0,0,0,0,
固原,2013,,0,0,0,0,0,0,0,0,
固原,2014,,0,0,0,0,0,0,0,0,
固原,2015,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
固原,2016,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
固原,2017,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
固原,2018,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
固原,2019,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
固原,2020,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
固原,2021,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
固原,2022,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
固原,2023,,1,0,0,0,0,0,0,0,broadband_china_pilot:2015;
图木舒克,2011,,0,0,0,0,0,0,0,0,
图木舒克,2015,,0,0,0,0,0,0,0,0,
图木舒克,2016,,0,0,0,0,0,0,0,0,
图木舒克,2017,,0,0,0,0,0,0,0,0,
图木舒克,2018,,0,0,0,0,0,0,0,0,
图木舒克,2019,,0,0,0,0,0,0,0,0,
图木舒克,2020,,0,0,0,0,0,0,0,0,
图木舒克,2021,,0,0,0,0,0,0,0,0,
图木舒克,2022,,0,0,0,0,0,0,0,0,
图木舒克,2023,,0,0,0,0,0,0,0,0,
基隆,2021,,0,0,0,0,0,0,0,0,
基隆,2022,,0,0,0,0,0,0,0,0,
基隆,2023,,0,0,0,0,0,0,0,0,
塔城,2016,,0,0,0,0,0,0,0,0,
塔城,2017,,0,0,0,0,0,0,0,0,
塔城,2018,,0,0,0,0,0,0,0,0,
塔城,2019,,0,0,0,0,0,0,0,0,
塔城,2020,,0,0,0,0,0,0,0,0,
塔城,2021,,0,0,0,0,0,0,0,0,
塔城,2022,,0,0,0,0,0,0,0,0,
塔城,2023,,0,0,0,0,0,0,0,0,
塔城地区,2008,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2009,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2010,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2011,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2012,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2013,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2014,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2015,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2016,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2017,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2018,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2019,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2020,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2021,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2022,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
塔城地区,2023,新疆维吾尔自治区,0,0,0,0,0,0,0,0,
大兴安岭,2017,,0,0,0,0,0,0,0,0,
大兴安岭,2018,,0,0,0,0,0,0,0,0,
大兴安岭,2019,,0,0,0,0,0,0,0,0,
大兴安岭,2021,,0,0,0,0,0,0,0,0,
大兴安岭,2022,,0,0,0,0,0,0,0,0,
大兴安岭,2023,,0,0,0,0,0,0,0,0,
大兴安岭地区,2008,,0,0,0,0,0,0,0,0,
大兴安岭地区,2009,,0,0,0,0,0,0,0,0,
大兴安岭地区,2010,,0,0,0,0,0,0,0,0,
大兴安岭地区,2011,,0,0,0,0,0,0,0,0,
大兴安岭地区,2012,,0,0,0,0,0,0,0,0,
大兴安岭地区,2013,,0,0,0,0,0,0,0,0,
大兴安岭地区,2014,,0,0,0,0,0,0,0,0,
大兴安岭地区,2015,,0,0,0,0,0,0,0,0,
大兴安岭地区,2016,,0,0,0,0,0,0,0,0,
大兴安岭地区,2017,,0,0,0,0,0,0,0,0,
大兴安岭地区,2018,,0,0,0,0,0,0,0,0,
大兴安岭地区,2019,,0,0,0,0,0,0,0,0,
大兴安岭地区,2020,,0,0,0,0,0,0,0,0,
大兴安岭地区,2021,,0,0,0,0,0,0,0,0,
大兴安岭地区,2022,,0,0,0,0,0,0,0,0,
大兴安岭地区,2023,,0,0,0,0,0,0,0,0,
大同,2008,山西省,0,0,0,0,0,0,0,0,
大同,2009,山西省,0,0,0,0,0,0,0,0,
大同,2010,山西省,0,0,0,0,0,0,0,0,
大同,2011,山西省,0,0,0,0,0,0,0,0,
大同,2012,山西省,0,0,0,0,0,0,0,0,
大同,2013,山西省,0,0,0,0,0,0,0,0,
大同,2014,山西省,0,0,0,0,0,0,0,0,
大同,2015,山西省,0,0,0,0,0,0,0,0,
大同,2016,山西省,0,0,0,0,0,0,0,0,
大同,2017,山西省,0,0,0,0,0,0,0,0,
大同,2018,山西省,0,0,0,0,0,0,0,0,
大同,2019,山西省,0,0,0,0,0,0,0,0,
大同,2020,山西省,0,0,0,0,0,0,0,0,
大同,2021,山西省,0,0,0,0,0,0,0,0,
大同,2022,山西省,0,0,0,0,0,0,0,0,
大同,2023,山西省,0,0,0,0,0,0,0,0,
大庆,2008,黑龙江省,0,0,0,0,0,0,0,0,
大庆,2009,黑龙江省,0,0,0,0,0,0,0,0,
大庆,2010,黑龙江省,0,0,0,0,0,0,0,0,
大庆,2011,黑龙江省,0,0,0,0,0,0,0,0,
大庆,2012,黑龙江省,0,0,0,0,0,0,0,0,
大庆,2013,黑龙江省,0,0,0,0,0,0,0,0,
大庆,2014,黑龙江省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
大庆,2015,黑龙江省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
大庆,2016,黑龙江省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
大庆,2017,黑龙江省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
大庆,2018,黑龙江省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
大庆,2019,黑龙江省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
大庆,2020,黑龙江省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
大庆,2021,黑龙江省,1,0,0,0,0,0,0,0,broadband_china_pilot:2014;
