city,province,year,total_patents,city_id,province_id,base_ln_patents_q,base_top10_q,ln1p_idc_scope_stock_l1,ln1p_idc_scope_pre5_l1,ln1p_idc_scope_new_l1,high_compute,total_patents_field,firm_total_patents_field,firm_active_applicants_field,city_new_firm_applicants_field,field_new_firm_applicants_field,city_new_firm_patents_field,field_new_firm_patents_field,firm_incumbent_patents_field,city_new_firm_share_total_field,field_new_firm_share_total_field,city_new_firm_share_firm_field,field_new_firm_share_firm_field,firm_patent_share_field,high_compute_label,ln1p_total_patents_field,ln1p_firm_total_patents_field,ln1p_firm_active_applicants_field,ln1p_city_new_firm_applicants_field,ln1p_field_new_firm_applicants_field,ln1p_city_new_firm_patents_field,ln1p_field_new_firm_patents_field,ln1p_firm_incumbent_patents_field,tot_pat_f,firm_pat_f,firm_act_f,city_new_firm_n_f,field_new_firm_n_f,city_new_firm_pat_f,field_new_firm_pat_f,firm_inc_pat_f,city_new_share_tot_f,field_new_share_tot_f,city_new_share_firm_f,field_new_share_firm_f,firm_share_f,ln_tot_pat_f,ln_firm_pat_f,ln_firm_act_f,ln_city_new_firm_n_f,ln_field_new_firm_n_f,ln_city_new_firm_pat_f,ln_field_new_firm_pat_f,ln_firm_inc_pat_f,idc_scope_new,idc_scope_stock,idc_scope_pre5
哈尔滨,黑龙江省,2009,2484,97,1,4,3,0.0,0.0,0.0,0,1970.0,268.0,127.0,74.0,76.0,119.0,121.0,149.0,0.0604060913705583,0.0614213197969543,0.4440298507462686,0.4514925373134328,0.1360406091370558,other,7.58629630715272,5.594711379601839,4.852030263919617,4.31748811353631,4.343805421853684,4.787491742782046,4.804021044733257,5.0106352940962555,1970.0,268.0,127.0,74.0,76.0,119.0,121.0,149.0,0.0604060913705583,0.0614213197969543,0.4440298507462686,0.4514925373134328,0.1360406091370558,7.58629630715272,5.594711379601839,4.852030263919617,4.31748811353631,4.343805421853684,4.787491742782046,4.804021044733257,5.0106352940962555,0.0,0.0,0.0
哈尔滨,黑龙江省,2009,2484,97,1,4,3,0.0,0.0,0.0,1,194.0,20.0,10.0,5.0,7.0,7.0,9.0,13.0,0.0360824742268041,0.0463917525773195,0.35,0.45,0.1030927835051546,high_compute,5.272999558563747,3.044522437723423,2.3978952727983707,1.791759469228055,2.0794415416798357,2.0794415416798357,2.302585092994046,2.6390573296152584,194.0,20.0,10.0,5.0,7.0,7.0,9.0,13.0,0.0360824742268041,0.0463917525773195,0.35,0.45,0.1030927835051546,5.272999558563747,3.044522437723423,2.3978952727983707,1.791759469228055,2.0794415416798357,2.0794415416798357,2.302585092994046,2.6390573296152584,0.0,0.0,0.0
哈尔滨,黑龙江省,2010,3029,97,1,4,3,0.0,0.0,0.0,0,2064.0,391.0,169.0,105.0,105.0,204.0,204.0,187.0,0.0988372093023255,0.0988372093023255,0.5217391304347826,0.5217391304347826,0.189437984496124,other,7.632885505395133,5.971261839790462,5.135798437050262,4.663439094112067,4.663439094112067,5.3230099791384085,5.3230099791384085,5.236441962829949,2064.0,391.0,169.0,105.0,105.0,204.0,204.0,187.0,0.0988372093023255,0.0988372093023255,0.5217391304347826,0.5217391304347826,0.189437984496124,7.632885505395133,5.971261839790462,5.135798437050262,4.663439094112067,4.663439094112067,5.3230099791384085,5.3230099791384085,5.236441962829949,0.0,0.0,0.0
哈尔滨,黑龙江省,2010,3029,97,1,4,3,0.0,0.0,0.0,1,256.0,23.0,12.0,7.0,8.0,12.0,13.0,11.0,0.046875,0.05078125,0.5217391304347826,0.5652173913043478,0.08984375,high_compute,5.54907608489522,3.1780538303479458,2.5649493574615367,2.0794415416798357,2.1972245773362196,2.5649493574615367,2.6390573296152584,2.4849066497880004,256.0,23.0,12.0,7.0,8.0,12.0,13.0,11.0,0.046875,0.05078125,0.5217391304347826,0.5652173913043478,0.08984375,5.54907608489522,3.1780538303479458,2.5649493574615367,2.0794415416798357,2.1972245773362196,2.5649493574615367,2.6390573296152584,2.4849066497880004,0.0,0.0,0.0
哈尔滨,黑龙江省,2011,3444,97,1,4,3,0.0,0.0,0.0,0,2037.0,549.0,146.0,74.0,74.0,232.0,232.0,317.0,0.1138929798723613,0.1138929798723613,0.4225865209471767,0.4225865209471767,0.2695139911634757,other,7.61972421378267,6.309918278226516,4.990432586778736,4.31748811353631,4.31748811353631,5.4510384535657,5.4510384535657,5.762051382780177,2037.0,549.0,146.0,74.0,74.0,232.0,232.0,317.0,0.1138929798723613,0.1138929798723613,0.4225865209471767,0.4225865209471767,0.2695139911634757,7.61972421378267,6.309918278226516,4.990432586778736,4.31748811353631,4.31748811353631,5.4510384535657,5.4510384535657,5.762051382780177,0.0,0.0,0.0
哈尔滨,黑龙江省,2011,3444,97,1,4,3,0.0,0.0,0.0,1,306.0,47.0,25.0,16.0,22.0,30.0,38.0,17.0,0.0980392156862745,0.1241830065359477,0.6382978723404256,0.8085106382978723,0.15359477124183,high_compute,5.726847747587197,3.871201010907891,3.258096538021482,2.833213344056216,3.1354942159291497,3.4339872044851463,3.6635616461296463,2.8903717578961645,306.0,47.0,25.0,16.0,22.0,30.0,38.0,17.0,0.0980392156862745,0.1241830065359477,0.6382978723404256,0.8085106382978723,0.15359477124183,5.726847747587197,3.871201010907891,3.258096538021482,2.833213344056216,3.1354942159291497,3.4339872044851463,3.6635616461296463,2.8903717578961645,0.0,0.0,0.0
哈尔滨,黑龙江省,2012,5028,97,1,4,3,0.0,0.0,0.0,0,3758.0,1394.0,232.0,130.0,131.0,630.0,643.0,764.0,0.1676423629590207,0.1711016498137307,0.4519368723098996,0.4612625538020086,0.3709419904204364,other,8.231908243564177,7.240649694255466,5.4510384535657,4.875197323201151,4.882801922586371,6.447305862541213,6.467698726104354,6.639875833826536,3758.0,1394.0,232.0,130.0,131.0,630.0,643.0,764.0,0.1676423629590207,0.1711016498137307,0.4519368723098996,0.4612625538020086,0.3709419904204364,8.231908243564177,7.240649694255466,5.4510384535657,4.875197323201151,4.882801922586371,6.447305862541213,6.467698726104354,6.639875833826536,0.0,0.0,0.0
哈尔滨,黑龙江省,2012,5028,97,1,4,3,0.0,0.0,0.0,1,416.0,97.0,32.0,16.0,23.0,39.0,54.0,58.0,0.09375,0.1298076923076923,0.4020618556701031,0.5567010309278351,0.2331730769230769,high_compute,6.0330862217988015,4.584967478670572,3.49650756146648,2.833213344056216,3.1780538303479458,3.688879454113936,4.007333185232471,4.07753744390572,416.0,97.0,32.0,16.0,23.0,39.0,54.0,58.0,0.09375,0.1298076923076923,0.4020618556701031,0.5567010309278351,0.2331730769230769,6.0330862217988015,4.584967478670572,3.49650756146648,2.833213344056216,3.1780538303479458,3.688879454113936,4.007333185232471,4.07753744390572,0.0,0.0,0.0
哈尔滨,黑龙江省,2013,7766,97,1,4,3,0.0,0.0,0.0,0,6846.0,2993.0,363.0,241.0,242.0,1488.0,1490.0,1505.0,0.2173531989482909,0.2176453403447268,0.4971600400935516,0.4978282659538924,0.4371895997662869,other,8.831565879121063,8.004365564979574,5.8971538676367405,5.488937726156687,5.493061443340548,7.305860032684009,7.307202314764738,7.317212408359839,6846.0,2993.0,363.0,241.0,242.0,1488.0,1490.0,1505.0,0.2173531989482909,0.2176453403447268,0.4971600400935516,0.4978282659538924,0.4371895997662869,8.831565879121063,8.004365564979574,5.8971538676367405,5.488937726156687,5.493061443340548,7.305860032684009,7.307202314764738,7.317212408359839,0.0,0.0,0.0
哈尔滨,黑龙江省,2013,7766,97,1,4,3,0.0,0.0,0.0,1,780.0,206.0,61.0,33.0,42.0,85.0,96.0,121.0,0.1089743589743589,0.123076923076923,0.4126213592233009,0.4660194174757281,0.2641025641025641,high_compute,6.660575149839686,5.332718793265369,4.127134385045092,3.5263605246161616,3.7612001156935624,4.454347296253507,4.574710978503383,4.804021044733257,780.0,206.0,61.0,33.0,42.0,85.0,96.0,121.0,0.1089743589743589,0.123076923076923,0.4126213592233009,0.4660194174757281,0.2641025641025641,6.660575149839686,5.332718793265369,4.127134385045092,3.5263605246161616,3.7612001156935624,4.454347296253507,4.574710978503383,4.804021044733257,0.0,0.0,0.0
哈尔滨,黑龙江省,2014,10464,97,1,4,3,0.0,0.0,0.0,0,9402.0,5258.0,412.0,224.0,228.0,2068.0,2076.0,3190.0,0.2199532014465007,0.2208040842373963,0.3933054393305439,0.3948269303917839,0.559242714316103,other,9.148784066277075,8.567696173589344,6.023447592961033,5.41610040220442,5.43372200355424,7.634820677745543,7.638679823876112,8.068089626278244,9402.0,5258.0,412.0,224.0,228.0,2068.0,2076.0,3190.0,0.2199532014465007,0.2208040842373963,0.3933054393305439,0.3948269303917839,0.559242714316103,9.148784066277075,8.567696173589344,6.023447592961033,5.41610040220442,5.43372200355424,7.634820677745543,7.638679823876112,8.068089626278244,1.0,1.0,1.0
哈尔滨,黑龙江省,2014,10464,97,1,4,3,0.0,0.0,0.0,1,966.0,277.0,71.0,42.0,49.0,90.0,97.0,187.0,0.093167701863354,0.1004140786749482,0.3249097472924188,0.3501805054151624,0.2867494824016563,high_compute,6.874198495453294,5.627621113690637,4.276666119016055,3.7612001156935624,3.912023005428146,4.51085950651685,4.584967478670572,5.236441962829949,966.0,277.0,71.0,42.0,49.0,90.0,97.0,187.0,0.093167701863354,0.1004140786749482,0.3249097472924188,0.3501805054151624,0.2867494824016563,6.874198495453294,5.627621113690637,4.276666119016055,3.7612001156935624,3.912023005428146,4.51085950651685,4.584967478670572,5.236441962829949,1.0,1.0,1.0
哈尔滨,黑龙江省,2015,11499,97,1,4,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,9921.0,5149.0,495.0,263.0,267.0,992.0,1049.0,4157.0,0.0999899203709303,0.1057353089406309,0.1926587686929501,0.2037288793940571,0.5190001007962907,other,9.202509792860994,8.546751993657782,6.206575926724928,5.575949103146316,5.5909869805108565,6.900730664045173,6.956545443151569,8.332789468417959,9921.0,5149.0,495.0,263.0,267.0,992.0,1049.0,4157.0,0.0999899203709303,0.1057353089406309,0.1926587686929501,0.2037288793940571,0.5190001007962907,9.202509792860994,8.546751993657782,6.206575926724928,5.575949103146316,5.5909869805108565,6.900730664045173,6.956545443151569,8.332789468417959,1.0,2.0,2.0
哈尔滨,黑龙江省,2015,11499,97,1,4,3,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1301.0,508.0,87.0,37.0,54.0,142.0,187.0,366.0,0.1091468101460415,0.1437355880092236,0.2795275590551181,0.3681102362204724,0.3904688700999231,high_compute,7.171656822768514,6.2324480165505225,4.477336814478207,3.6375861597263857,4.007333185232471,4.962844630259907,5.236441962829949,5.905361848054571,1301.0,508.0,87.0,37.0,54.0,142.0,187.0,366.0,0.1091468101460415,0.1437355880092236,0.2795275590551181,0.3681102362204724,0.3904688700999231,7.171656822768514,6.2324480165505225,4.477336814478207,3.6375861597263857,4.007333185232471,4.962844630259907,5.236441962829949,5.905361848054571,1.0,2.0,2.0
哈尔滨,黑龙江省,2016,9418,97,1,4,3,1.0986122886681098,1.0986122886681098,0.6931471805599453,0,7734.0,3442.0,403.0,176.0,179.0,608.0,615.0,2834.0,0.0786139125937419,0.0795190069821567,0.1766414875072632,0.1786751888436955,0.4450478407033876,other,8.953510763007166,8.144098463338524,6.0014148779611505,5.176149732573829,5.19295685089021,6.411818267709897,6.423246963533519,7.949797216161852,7734.0,3442.0,403.0,176.0,179.0,608.0,615.0,2834.0,0.0786139125937419,0.0795190069821567,0.1766414875072632,0.1786751888436955,0.4450478407033876,8.953510763007166,8.144098463338524,6.0014148779611505,5.176149732573829,5.19295685089021,6.411818267709897,6.423246963533519,7.949797216161852,0.0,2.0,2.0
哈尔滨,黑龙江省,2016,9418,97,1,4,3,1.0986122886681098,1.0986122886681098,0.6931471805599453,1,1244.0,498.0,85.0,28.0,44.0,46.0,124.0,452.0,0.0369774919614147,0.0996784565916398,0.0923694779116465,0.2489959839357429,0.4003215434083601,high_compute,7.126890808898808,6.212606095751519,4.454347296253507,3.367295829986474,3.80666248977032,3.8501476017100584,4.8283137373023015,6.115892125483034,1244.0,498.0,85.0,28.0,44.0,46.0,124.0,452.0,0.0369774919614147,0.0996784565916398,0.0923694779116465,0.2489959839357429,0.4003215434083601,7.126890808898808,6.212606095751519,4.454347296253507,3.367295829986474,3.80666248977032,3.8501476017100584,4.8283137373023015,6.115892125483034,0.0,2.0,2.0
哈尔滨,黑龙江省,2017,7846,97,1,4,3,1.0986122886681098,1.0986122886681098,0.0,0,6654.0,1598.0,411.0,197.0,204.0,523.0,540.0,1075.0,0.0785993387436128,0.0811541929666366,0.3272841051314142,0.3379224030037547,0.240156296964232,other,8.803123730829212,7.377133712833954,6.021023349349527,5.288267030694535,5.3230099791384085,6.261491684321042,6.293419278846481,6.98100574072173,6654.0,1598.0,411.0,197.0,204.0,523.0,540.0,1075.0,0.0785993387436128,0.0811541929666366,0.3272841051314142,0.3379224030037547,0.240156296964232,8.803123730829212,7.377133712833954,6.021023349349527,5.288267030694535,5.3230099791384085,6.261491684321042,6.293419278846481,6.98100574072173,2.0,4.0,4.0
哈尔滨,黑龙江省,2017,7846,97,1,4,3,1.0986122886681098,1.0986122886681098,0.0,1,1159.0,282.0,83.0,37.0,46.0,76.0,90.0,206.0,0.0655737704918032,0.0776531492666091,0.2695035460992908,0.3191489361702128,0.2433132010353753,high_compute,7.05617528410041,5.645446897643238,4.430816798843313,3.6375861597263857,3.8501476017100584,4.343805421853684,4.51085950651685,5.332718793265369,1159.0,282.0,83.0,37.0,46.0,76.0,90.0,206.0,0.0655737704918032,0.0776531492666091,0.2695035460992908,0.3191489361702128,0.2433132010353753,7.05617528410041,5.645446897643238,4.430816798843313,3.6375861597263857,3.8501476017100584,4.343805421853684,4.51085950651685,5.332718793265369,2.0,4.0,4.0
哈尔滨,黑龙江省,2018,9667,97,1,4,3,1.6094379124341005,1.6094379124341005,1.0986122886681098,0,8275.0,1998.0,420.0,213.0,216.0,464.0,535.0,1534.0,0.05607250755287,0.0646525679758308,0.2322322322322322,0.2677677677677678,0.2414501510574018,other,9.021115038865434,7.6004023345004,6.042632833682381,5.365976015021851,5.37989735354046,6.142037405587356,6.284134161070802,7.336285660021297,8275.0,1998.0,420.0,213.0,216.0,464.0,535.0,1534.0,0.05607250755287,0.0646525679758308,0.2322322322322322,0.2677677677677678,0.2414501510574018,9.021115038865434,7.6004023345004,6.042632833682381,5.365976015021851,5.37989735354046,6.142037405587356,6.284134161070802,7.336285660021297,0.0,4.0,4.0
哈尔滨,黑龙江省,2018,9667,97,1,4,3,1.6094379124341005,1.6094379124341005,1.0986122886681098,1,1392.0,236.0,79.0,24.0,43.0,37.0,60.0,199.0,0.0265804597701149,0.043103448275862,0.1567796610169491,0.2542372881355932,0.1695402298850574,high_compute,7.239214973779806,5.4680601411351315,4.382026634673881,3.218875824868201,3.784189633918261,3.6375861597263857,4.110873864173311,5.298317366548036,1392.0,236.0,79.0,24.0,43.0,37.0,60.0,199.0,0.0265804597701149,0.043103448275862,0.1567796610169491,0.2542372881355932,0.1695402298850574,7.239214973779806,5.4680601411351315,4.382026634673881,3.218875824868201,3.784189633918261,3.6375861597263857,4.110873864173311,5.298317366548036,0.0,4.0,4.0
哈尔滨,黑龙江省,2019,11013,97,1,4,3,1.6094379124341005,1.6094379124341005,0.0,0,9066.0,2171.0,493.0,232.0,237.0,435.0,446.0,1736.0,0.0479814692256783,0.0491947937348334,0.2003684937816674,0.2054352832795946,0.2394661372159717,other,9.112396727646056,7.683403681053826,6.202535517187923,5.4510384535657,5.472270673671475,6.077642243349034,6.102558594613569,7.459914766241105,9066.0,2171.0,493.0,232.0,237.0,435.0,446.0,1736.0,0.0479814692256783,0.0491947937348334,0.2003684937816674,0.2054352832795946,0.2394661372159717,9.112396727646056,7.683403681053826,6.202535517187923,5.4510384535657,5.472270673671475,6.077642243349034,6.102558594613569,7.459914766241105,0.0,4.0,3.0
哈尔滨,黑龙江省,2019,11013,97,1,4,3,1.6094379124341005,1.6094379124341005,0.0,1,1922.0,397.0,103.0,48.0,65.0,94.0,125.0,303.0,0.0489073881373569,0.0650364203954214,0.2367758186397985,0.3148614609571788,0.2065556711758585,high_compute,7.56164174558878,5.986452005284438,4.6443908991413725,3.8918202981106265,4.189654742026425,4.553876891600541,4.836281906951478,5.717027701406222,1922.0,397.0,103.0,48.0,65.0,94.0,125.0,303.0,0.0489073881373569,0.0650364203954214,0.2367758186397985,0.3148614609571788,0.2065556711758585,7.56164174558878,5.986452005284438,4.6443908991413725,3.8918202981106265,4.189654742026425,4.553876891600541,4.836281906951478,5.717027701406222,0.0,4.0,3.0
哈尔滨,黑龙江省,2020,11283,97,1,4,3,1.6094379124341005,1.3862943611198906,0.0,0,9073.0,2811.0,648.0,338.0,342.0,735.0,739.0,2076.0,0.0810095888901135,0.0814504574010801,0.2614727854855923,0.2628957666310921,0.3098203460817811,other,9.113168460223909,7.941651252930556,6.47543271670409,5.82600010738045,5.8377304471659395,6.601230118728877,6.606650186198215,7.638679823876112,9073.0,2811.0,648.0,338.0,342.0,735.0,739.0,2076.0,0.0810095888901135,0.0814504574010801,0.2614727854855923,0.2628957666310921,0.3098203460817811,9.113168460223909,7.941651252930556,6.47543271670409,5.82600010738045,5.8377304471659395,6.601230118728877,6.606650186198215,7.638679823876112,0.0,4.0,2.0
哈尔滨,黑龙江省,2020,11283,97,1,4,3,1.6094379124341005,1.3862943611198906,0.0,1,1830.0,477.0,131.0,73.0,82.0,101.0,113.0,376.0,0.055191256830601,0.0617486338797814,0.2117400419287211,0.2368972746331236,0.260655737704918,high_compute,7.5126175446745105,6.169610732491456,4.882801922586371,4.30406509320417,4.418840607796598,4.624972813284271,4.736198448394496,5.932245187448011,1830.0,477.0,131.0,73.0,82.0,101.0,113.0,376.0,0.055191256830601,0.0617486338797814,0.2117400419287211,0.2368972746331236,0.260655737704918,7.5126175446745105,6.169610732491456,4.882801922586371,4.30406509320417,4.418840607796598,4.624972813284271,4.736198448394496,5.932245187448011,0.0,4.0,2.0
哈尔滨,黑龙江省,2021,13384,97,1,4,3,1.6094379124341005,1.0986122886681098,0.0,0,10212.0,2707.0,700.0,373.0,381.0,745.0,759.0,1962.0,0.0729533881707794,0.0743243243243243,0.2752124122644994,0.2803841891392685,0.2650802976889933,other,9.2314166975781,7.903965634032166,6.55250788703459,5.924255797414532,5.945420608606575,6.61472560020376,6.633318433280377,7.582229194276461,10212.0,2707.0,700.0,373.0,381.0,745.0,759.0,1962.0,0.0729533881707794,0.0743243243243243,0.2752124122644994,0.2803841891392685,0.2650802976889933,9.2314166975781,7.903965634032166,6.55250788703459,5.924255797414532,5.945420608606575,6.61472560020376,6.633318433280377,7.582229194276461,0.0,4.0,2.0
哈尔滨,黑龙江省,2021,13384,97,1,4,3,1.6094379124341005,1.0986122886681098,0.0,1,2722.0,695.0,146.0,72.0,93.0,112.0,153.0,583.0,0.041146216017634,0.056208670095518,0.1611510791366906,0.2201438848920863,0.2553269654665687,high_compute,7.909489492673759,6.54534966033442,4.990432586778736,4.290459441148391,4.543294782270004,4.727387818712341,5.0369526024136295,6.369900982828227,2722.0,695.0,146.0,72.0,93.0,112.0,153.0,583.0,0.041146216017634,0.056208670095518,0.1611510791366906,0.2201438848920863,0.2553269654665687,7.909489492673759,6.54534966033442,4.990432586778736,4.290459441148391,4.543294782270004,4.727387818712341,5.0369526024136295,6.369900982828227,0.0,4.0,2.0
哈尔滨,黑龙江省,2022,13792,97,1,4,3,1.6094379124341005,1.0986122886681098,0.0,0,10439.0,2642.0,606.0,244.0,249.0,503.0,514.0,2139.0,0.0481846920203084,0.0492384328000766,0.1903860711582135,0.1945495836487509,0.2530893763770476,other,9.25339986143663,7.879669914604289,6.408528791059498,5.501258210544727,5.521460917862246,6.222576268071369,6.244166900663736,7.668561108015897,10439.0,2642.0,606.0,244.0,249.0,503.0,514.0,2139.0,0.0481846920203084,0.0492384328000766,0.1903860711582135,0.1945495836487509,0.2530893763770476,9.25339986143663,7.879669914604289,6.408528791059498,5.501258210544727,5.521460917862246,6.222576268071369,6.244166900663736,7.668561108015897,0.0,4.0,0.0
哈尔滨,黑龙江省,2022,13792,97,1,4,3,1.6094379124341005,1.0986122886681098,0.0,1,3157.0,663.0,155.0,71.0,91.0,107.0,147.0,556.0,0.0338929363319607,0.0465631929046563,0.1613876319758672,0.2217194570135746,0.2100095026924295,high_compute,8.057694194815587,6.498282149476434,5.049856007249537,4.276666119016055,4.5217885770490405,4.68213122712422,4.997212273764115,6.322565239927284,3157.0,663.0,155.0,71.0,91.0,107.0,147.0,556.0,0.0338929363319607,0.0465631929046563,0.1613876319758672,0.2217194570135746,0.2100095026924295,8.057694194815587,6.498282149476434,5.049856007249537,4.276666119016055,4.5217885770490405,4.68213122712422,4.997212273764115,6.322565239927284,0.0,4.0,0.0
哈尔滨,黑龙江省,2023,15374,97,1,4,3,1.6094379124341005,0.0,0.0,0,11352.0,3096.0,653.0,276.0,283.0,526.0,553.0,2570.0,0.0463354474982381,0.0487138830162085,0.1698966408268734,0.1786175710594315,0.2727272727272727,other,9.337237305164534,8.038189179973203,6.483107351457199,5.6240175061873385,5.648974238161206,6.267200548541362,6.317164686747284,7.852050207265889,11352.0,3096.0,653.0,276.0,283.0,526.0,553.0,2570.0,0.0463354474982381,0.0487138830162085,0.1698966408268734,0.1786175710594315,0.2727272727272727,9.337237305164534,8.038189179973203,6.483107351457199,5.6240175061873385,5.648974238161206,6.267200548541362,6.317164686747284,7.852050207265889,0.0,4.0,0.0
哈尔滨,黑龙江省,2023,15374,97,1,4,3,1.6094379124341005,0.0,0.0,1,3853.0,742.0,221.0,103.0,128.0,178.0,224.0,564.0,0.046197767973008,0.0581365169997404,0.2398921832884097,0.3018867924528302,0.1925772125616403,high_compute,8.256866848974312,6.610696044717759,5.402677381872279,4.6443908991413725,4.859812404361672,5.187385805840755,5.41610040220442,6.336825731146441,3853.0,742.0,221.0,103.0,128.0,178.0,224.0,564.0,0.046197767973008,0.0581365169997404,0.2398921832884097,0.3018867924528302,0.1925772125616403,8.256866848974312,6.610696044717759,5.402677381872279,4.6443908991413725,4.859812404361672,5.187385805840755,5.41610040220442,6.336825731146441,0.0,4.0,0.0
唐山,河北省,2008,219,98,19,4,2,0.0,0.0,0.0,0,204.0,62.0,24.0,17.0,17.0,33.0,33.0,29.0,0.1617647058823529,0.1617647058823529,0.532258064516129,0.532258064516129,0.3039215686274509,other,5.3230099791384085,4.143134726391533,3.218875824868201,2.8903717578961645,2.8903717578961645,3.5263605246161616,3.5263605246161616,3.4011973816621555,204.0,62.0,24.0,17.0,17.0,33.0,33.0,29.0,0.1617647058823529,0.1617647058823529,0.532258064516129,0.532258064516129,0.3039215686274509,5.3230099791384085,4.143134726391533,3.218875824868201,2.8903717578961645,2.8903717578961645,3.5263605246161616,3.5263605246161616,3.4011973816621555,0.0,0.0,0.0
唐山,河北省,2008,219,98,19,4,2,0.0,0.0,0.0,1,8.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,0.125,0.25,0.25,0.5,0.5,high_compute,2.1972245773362196,1.6094379124341005,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.3862943611198906,8.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,0.125,0.25,0.25,0.5,0.5,2.1972245773362196,1.6094379124341005,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0
唐山,河北省,2009,252,98,19,4,2,0.0,0.0,0.0,0,218.0,78.0,44.0,28.0,29.0,38.0,39.0,40.0,0.1743119266055046,0.1788990825688073,0.4871794871794871,0.5,0.3577981651376147,other,5.389071729816501,4.3694478524670215,3.80666248977032,3.367295829986474,3.4011973816621555,3.6635616461296463,3.688879454113936,3.713572066704308,218.0,78.0,44.0,28.0,29.0,38.0,39.0,40.0,0.1743119266055046,0.1788990825688073,0.4871794871794871,0.5,0.3577981651376147,5.389071729816501,4.3694478524670215,3.80666248977032,3.367295829986474,3.4011973816621555,3.6635616461296463,3.688879454113936,3.713572066704308,0.0,0.0,0.0
唐山,河北省,2009,252,98,19,4,2,0.0,0.0,0.0,1,8.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.125,0.25,0.5,1.0,0.25,high_compute,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,8.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.125,0.25,0.5,1.0,0.25,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0
唐山,河北省,2010,379,98,19,4,2,0.0,0.0,0.0,0,302.0,162.0,53.0,33.0,33.0,80.0,80.0,82.0,0.2649006622516556,0.2649006622516556,0.4938271604938271,0.4938271604938271,0.5364238410596026,other,5.713732805509369,5.093750200806762,3.9889840465642745,3.5263605246161616,3.5263605246161616,4.394449154672439,4.394449154672439,4.418840607796598,302.0,162.0,53.0,33.0,33.0,80.0,80.0,82.0,0.2649006622516556,0.2649006622516556,0.4938271604938271,0.4938271604938271,0.5364238410596026,5.713732805509369,5.093750200806762,3.9889840465642745,3.5263605246161616,3.5263605246161616,4.394449154672439,4.394449154672439,4.418840607796598,1.0,1.0,1.0
唐山,河北省,2010,379,98,19,4,2,0.0,0.0,0.0,1,10.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,0.2,0.4,0.4,0.8,0.5,high_compute,2.3978952727983707,1.791759469228055,1.6094379124341005,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.6094379124341005,1.3862943611198906,10.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,0.2,0.4,0.4,0.8,0.5,2.3978952727983707,1.791759469228055,1.6094379124341005,0.6931471805599453,1.3862943611198906,1.0986122886681098,1.6094379124341005,1.3862943611198906,1.0,1.0,1.0
唐山,河北省,2011,560,98,19,4,2,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,370.0,176.0,73.0,36.0,37.0,50.0,51.0,126.0,0.1351351351351351,0.1378378378378378,0.2840909090909091,0.2897727272727273,0.4756756756756757,other,5.916202062607435,5.176149732573829,4.30406509320417,3.610917912644224,3.6375861597263857,3.9318256327243257,3.951243718581427,4.844187086458591,370.0,176.0,73.0,36.0,37.0,50.0,51.0,126.0,0.1351351351351351,0.1378378378378378,0.2840909090909091,0.2897727272727273,0.4756756756756757,5.916202062607435,5.176149732573829,4.30406509320417,3.610917912644224,3.6375861597263857,3.9318256327243257,3.951243718581427,4.844187086458591,0.0,1.0,1.0
唐山,河北省,2011,560,98,19,4,2,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,9.0,7.0,6.0,3.0,5.0,4.0,6.0,3.0,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.8571428571428571,0.7777777777777778,high_compute,2.302585092994046,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.791759469228055,1.6094379124341005,1.9459101490553132,1.3862943611198906,9.0,7.0,6.0,3.0,5.0,4.0,6.0,3.0,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.8571428571428571,0.7777777777777778,2.302585092994046,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.791759469228055,1.6094379124341005,1.9459101490553132,1.3862943611198906,0.0,1.0,1.0
