city,year,total_patents,cur_top_firm_patents,cur_top_government_patents,cur_top_hospital_patents,cur_top_individual_patents,cur_top_other_patents,cur_top_research_patents,cur_top_univ_patents,cur_top_patents,base_top_firm_patents,base_top_government_patents,base_top_hospital_patents,base_top_individual_patents,base_top_other_patents,base_top_research_patents,base_top_univ_patents,base_top_patents,cur_top_firm_share_total,cur_top_firm_share_top,cur_top_univ_share_total,cur_top_univ_share_top,cur_top_research_share_total,cur_top_research_share_top,cur_top_hospital_share_total,cur_top_hospital_share_top,cur_top_individual_share_total,cur_top_individual_share_top,cur_top_government_share_total,cur_top_government_share_top,cur_top_other_share_total,cur_top_other_share_top,cur_top_knowledge_patents,cur_top_org_patents,cur_top_knowledge_share_total,cur_top_knowledge_share_top,cur_top_org_share_total,cur_top_org_share_top,base_top_firm_share_total,base_top_firm_share_base,base_top_univ_share_total,base_top_univ_share_base,base_top_research_share_total,base_top_research_share_base,base_top_hospital_share_total,base_top_hospital_share_base,base_top_individual_share_total,base_top_individual_share_base,base_top_government_share_total,base_top_government_share_base,base_top_other_share_total,base_top_other_share_base,base_top_knowledge_patents,base_top_org_patents,base_top_knowledge_share_total,base_top_knowledge_share_base,base_top_org_share_total,base_top_org_share_base
伊犁哈萨克自治州,2008,9,1,0,0,6,2,0,0,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.2222222222222222,0.2222222222222222,0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.5
伊犁哈萨克自治州,2009,18,3,0,0,12,3,0,0,18,2.0,0.0,0.0,9.0,2.0,0.0,0.0,13.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0,6,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6923076923076923,0.0,0.0,0.1111111111111111,0.15384615384615385,0.0,4.0,0.0,0.0,0.2222222222222222,0.3076923076923077
伊犁哈萨克自治州,2010,23,4,0,0,17,2,0,0,23,2.0,0.0,0.0,12.0,1.0,0.0,0.0,15.0,0.17391304347826086,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.7391304347826086,0.0,0.0,0.08695652173913043,0.08695652173913043,0,6,0.0,0.0,0.2608695652173913,0.2608695652173913,0.08695652173913043,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.8,0.0,0.0,0.043478260869565216,0.06666666666666667,0.0,3.0,0.0,0.0,0.13043478260869565,0.2
伊犁哈萨克自治州,2011,33,15,0,0,15,3,0,0,33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.45454545454545453,0.0,0.0,0.09090909090909091,0.09090909090909091,0,18,0.0,0.0,0.5454545454545454,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伊犁哈萨克自治州,2012,50,29,0,0,12,0,0,1,42,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.58,0.6904761904761905,0.02,0.023809523809523808,0.0,0.0,0.0,0.0,0.24,0.2857142857142857,0.0,0.0,0.0,0.0,1,30,0.02,0.023809523809523808,0.6,0.7142857142857143,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.22,1.0
伊犁哈萨克自治州,2013,69,14,0,0,26,0,0,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2028985507246377,0.3111111111111111,0.07246376811594203,0.1111111111111111,0.0,0.0,0.0,0.0,0.37681159420289856,0.5777777777777777,0.0,0.0,0.0,0.0,5,19,0.07246376811594203,0.1111111111111111,0.2753623188405797,0.4222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伊犁哈萨克自治州,2014,77,30,0,0,22,0,4,1,57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.38961038961038963,0.5263157894736842,0.012987012987012988,0.017543859649122806,0.05194805194805195,0.07017543859649122,0.0,0.0,0.2857142857142857,0.38596491228070173,0.0,0.0,0.0,0.0,5,35,0.06493506493506493,0.08771929824561403,0.45454545454545453,0.6140350877192983,0.025974025974025976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.025974025974025976,1.0
伊犁哈萨克自治州,2015,80,23,0,0,13,9,3,0,48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2875,0.4791666666666667,0.0,0.0,0.0375,0.0625,0.0,0.0,0.1625,0.2708333333333333,0.0,0.0,0.1125,0.1875,3,35,0.0375,0.0625,0.4375,0.7291666666666666,0.0375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0375,1.0
伊犁哈萨克自治州,2016,136,61,0,0,23,6,0,10,100,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.4485294117647059,0.61,0.07352941176470588,0.1,0.0,0.0,0.0,0.0,0.16911764705882354,0.23,0.0,0.0,0.04411764705882353,0.06,10,77,0.07352941176470588,0.1,0.5661764705882353,0.77,0.022058823529411766,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0.25,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.022058823529411766,0.75
伊犁哈萨克自治州,2017,175,79,0,0,10,2,0,21,112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4514285714285714,0.7053571428571429,0.12,0.1875,0.0,0.0,0.0,0.0,0.05714285714285714,0.08928571428571429,0.0,0.0,0.011428571428571429,0.017857142857142856,21,102,0.12,0.1875,0.5828571428571429,0.9107142857142857,0.011428571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.011428571428571429,1.0
伊犁哈萨克自治州,2018,135,64,0,0,15,0,0,13,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4740740740740741,0.6956521739130435,0.0962962962962963,0.14130434782608695,0.0,0.0,0.0,0.0,0.1111111111111111,0.16304347826086957,0.0,0.0,0.0,0.0,13,77,0.0962962962962963,0.14130434782608695,0.5703703703703704,0.8369565217391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伊犁哈萨克自治州,2019,167,104,0,0,4,0,0,6,114,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6227544910179641,0.9122807017543859,0.03592814371257485,0.05263157894736842,0.0,0.0,0.0,0.0,0.023952095808383235,0.03508771929824561,0.0,0.0,0.0,0.0,6,110,0.03592814371257485,0.05263157894736842,0.6586826347305389,0.9649122807017544,0.029940119760479042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.029940119760479042,1.0
伊犁哈萨克自治州,2020,187,80,0,0,33,0,0,11,124,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.42780748663101603,0.6451612903225806,0.058823529411764705,0.08870967741935484,0.0,0.0,0.0,0.0,0.17647058823529413,0.2661290322580645,0.0,0.0,0.0,0.0,11,91,0.058823529411764705,0.08870967741935484,0.48663101604278075,0.7338709677419355,0.016042780748663103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.016042780748663103,1.0
伊犁哈萨克自治州,2021,153,77,0,0,6,5,2,12,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5032679738562091,0.7549019607843137,0.0784313725490196,0.11764705882352941,0.013071895424836602,0.0196078431372549,0.0,0.0,0.0392156862745098,0.058823529411764705,0.0,0.0,0.032679738562091505,0.049019607843137254,14,96,0.0915032679738562,0.13725490196078433,0.6274509803921569,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伊犁哈萨克自治州,2022,166,73,0,3,3,0,3,14,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4397590361445783,0.7604166666666666,0.08433734939759036,0.14583333333333334,0.018072289156626505,0.03125,0.018072289156626505,0.03125,0.018072289156626505,0.03125,0.0,0.0,0.0,0.0,20,93,0.12048192771084337,0.20833333333333334,0.5602409638554217,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
伊犁哈萨克自治州,2023,190,115,0,0,0,0,4,21,140,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6052631578947368,0.8214285714285714,0.11052631578947368,0.15,0.021052631578947368,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,140,0.13157894736842105,0.17857142857142858,0.7368421052631579,1.0,0.005263157894736842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005263157894736842,1.0
佛山,2008,1494,541,0,0,86,0,0,0,627,532.0,0.0,0.0,53.0,0.0,0.0,0.0,585.0,0.36211512717536815,0.8628389154704944,0.0,0.0,0.0,0.0,0.0,0.0,0.05756358768406961,0.1371610845295056,0.0,0.0,0.0,0.0,0,541,0.0,0.0,0.36211512717536815,0.8628389154704944,0.35609103078982596,0.9094017094017094,0.0,0.0,0.0,0.0,0.0,0.0,0.03547523427041499,0.0905982905982906,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.35609103078982596,0.9094017094017094
佛山,2009,1737,544,0,0,75,0,0,0,619,515.0,0.0,0.0,64.0,0.0,0.0,0.0,579.0,0.31318364997121473,0.8788368336025848,0.0,0.0,0.0,0.0,0.0,0.0,0.04317789291882556,0.12116316639741519,0.0,0.0,0.0,0.0,0,544,0.0,0.0,0.31318364997121473,0.8788368336025848,0.2964881980426022,0.8894645941278065,0.0,0.0,0.0,0.0,0.0,0.0,0.03684513529073115,0.11053540587219343,0.0,0.0,0.0,0.0,0.0,515.0,0.0,0.0,0.2964881980426022,0.8894645941278065
佛山,2010,1993,572,0,0,111,0,0,0,683,562.0,0.0,0.0,96.0,0.0,0.0,0.0,658.0,0.2870045158053186,0.8374816983894583,0.0,0.0,0.0,0.0,0.0,0.0,0.05569493226292022,0.16251830161054173,0.0,0.0,0.0,0.0,0,572,0.0,0.0,0.2870045158053186,0.8374816983894583,0.28198695434019067,0.8541033434650456,0.0,0.0,0.0,0.0,0.0,0.0,0.0481685900652283,0.1458966565349544,0.0,0.0,0.0,0.0,0.0,562.0,0.0,0.0,0.28198695434019067,0.8541033434650456
佛山,2011,2539,579,0,0,124,0,0,23,726,532.0,0.0,0.0,93.0,0.0,0.0,0.0,625.0,0.228042536431666,0.7975206611570248,0.009058684521465145,0.03168044077134986,0.0,0.0,0.0,0.0,0.04883812524615991,0.17079889807162535,0.0,0.0,0.0,0.0,23,602,0.009058684521465145,0.03168044077134986,0.23710122095313116,0.8292011019283747,0.20953131153997637,0.8512,0.0,0.0,0.0,0.0,0.0,0.0,0.03662859393461993,0.1488,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.20953131153997637,0.8512
佛山,2012,2941,748,0,0,98,0,0,18,864,402.0,0.0,0.0,46.0,0.0,0.0,0.0,448.0,0.2543352601156069,0.8657407407407407,0.006120367222033322,0.020833333333333332,0.0,0.0,0.0,0.0,0.033321999319959196,0.11342592592592593,0.0,0.0,0.0,0.0,18,766,0.006120367222033322,0.020833333333333332,0.26045562733764027,0.8865740740740741,0.13668820129207754,0.8973214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.015640938456307377,0.10267857142857142,0.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,0.13668820129207754,0.8973214285714286
佛山,2013,4477,1312,0,0,70,0,0,22,1404,279.0,0.0,0.0,90.0,0.0,0.0,0.0,369.0,0.2930533839624749,0.9344729344729344,0.004914004914004914,0.01566951566951567,0.0,0.0,0.0,0.0,0.015635470180924725,0.04985754985754986,0.0,0.0,0.0,0.0,22,1334,0.004914004914004914,0.01566951566951567,0.2979673888764798,0.9501424501424501,0.06231851686397141,0.7560975609756098,0.0,0.0,0.0,0.0,0.0,0.0,0.02010274737547465,0.24390243902439024,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.06231851686397141,0.7560975609756098
佛山,2014,6879,2278,0,0,106,0,0,0,2384,286.0,0.0,0.0,58.0,0.0,0.0,0.0,344.0,0.33115278383485974,0.9555369127516778,0.0,0.0,0.0,0.0,0.0,0.0,0.015409216455880215,0.044463087248322146,0.0,0.0,0.0,0.0,0,2278,0.0,0.0,0.33115278383485974,0.9555369127516778,0.0415758104375636,0.8313953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.008431458060764646,0.1686046511627907,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0415758104375636,0.8313953488372093
佛山,2015,10628,3606,0,0,434,0,0,120,4160,394.0,0.0,0.0,73.0,0.0,0.0,0.0,467.0,0.3392924350771547,0.8668269230769231,0.011290929619872036,0.028846153846153848,0.0,0.0,0.0,0.0,0.04083552879187053,0.10432692307692308,0.0,0.0,0.0,0.0,120,3726,0.011290929619872036,0.028846153846153848,0.3505833646970267,0.895673076923077,0.03707188558524652,0.8436830835117773,0.0,0.0,0.0,0.0,0.0,0.0,0.006868648852088822,0.15631691648822268,0.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,0.03707188558524652,0.8436830835117773
佛山,2016,16761,4471,0,0,186,0,0,666,5323,437.0,0.0,0.0,68.0,0.0,0.0,0.0,505.0,0.26675019390251176,0.8399398835243284,0.039735099337748346,0.12511741499154613,0.0,0.0,0.0,0.0,0.011097189905136926,0.034942701484125496,0.0,0.0,0.0,0.0,666,5137,0.039735099337748346,0.12511741499154613,0.30648529324026014,0.9650572985158745,0.026072430045939978,0.8653465346534653,0.0,0.0,0.0,0.0,0.0,0.0,0.004057037169619951,0.13465346534653466,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.026072430045939978,0.8653465346534653
佛山,2017,28501,7497,0,0,0,119,0,807,8423,427.0,0.0,0.0,37.0,0.0,0.0,0.0,464.0,0.2630434019858952,0.8900629229490681,0.028314795972071156,0.09580909414697851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00417529209501421,0.014127982903953461,807,8423,0.028314795972071156,0.09580909414697851,0.2955334900529806,1.0,0.0149819304585804,0.9202586206896551,0.0,0.0,0.0,0.0,0.0,0.0,0.0012982000631556788,0.07974137931034483,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0149819304585804,0.9202586206896551
佛山,2018,32327,7471,0,0,0,0,0,1870,9341,364.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.2311071240758499,0.7998073011454876,0.05784638228106536,0.20019269885451235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1870,9341,0.05784638228106536,0.20019269885451235,0.28895350635691525,1.0,0.011259937513533578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,0.011259937513533578,1.0
佛山,2019,19163,5905,0,0,0,0,118,1125,7148,176.0,0.0,0.0,5.0,0.0,0.0,0.0,181.0,0.3081459061733549,0.8261052042529379,0.058706883055888955,0.15738668158925573,0.00615769973386213,0.01650811415780638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243,7148,0.06486458278975109,0.17389479574706213,0.373010488963106,1.0,0.009184365704743517,0.9723756906077348,0.0,0.0,0.0,0.0,0.0,0.0,0.00026091948024839533,0.027624309392265192,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.009184365704743517,0.9723756906077348
佛山,2020,20542,6224,0,0,0,0,241,878,7343,190.0,0.0,0.0,1.0,0.0,0.0,0.0,191.0,0.3029889981501314,0.8476099686776521,0.04274169993184695,0.11956965817785646,0.011732061143024048,0.03282037314449135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119,7343,0.054473761074870994,0.15239003132234782,0.3574627592250024,1.0,0.009249342809852984,0.9947643979057592,0.0,0.0,0.0,0.0,0.0,0.0,4.868075163080518e-05,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.009249342809852984,0.9947643979057592
佛山,2021,20024,4917,0,0,0,0,352,545,5814,222.0,0.0,0.0,4.0,0.0,0.0,0.0,226.0,0.24555533359968038,0.8457172342621259,0.027217339192968436,0.09373925008599931,0.01757890531362365,0.06054351565187478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897,5814,0.04479624450659209,0.15428276573787408,0.2903515781062725,1.0,0.01108669596484219,0.9823008849557522,0.0,0.0,0.0,0.0,0.0,0.0,0.00019976028765481422,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.01108669596484219,0.9823008849557522
佛山,2022,18432,4154,0,0,0,0,718,585,5457,240.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.2253689236111111,0.7612241158145501,0.03173828125,0.10720175920835624,0.03895399305555555,0.13157412497709364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303,5457,0.07069227430555555,0.23877588418544987,0.2960611979166667,1.0,0.013020833333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.013020833333333334,1.0
佛山,2023,20081,4325,0,0,0,0,667,551,5543,304.0,0.0,0.0,2.0,0.0,0.0,0.0,306.0,0.21537772023305612,0.7802633952733177,0.027438872566107265,0.09940465451921342,0.03321547731686669,0.12033195020746888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218,5543,0.060654349882973954,0.2197366047266823,0.2760320701160301,1.0,0.015138688312335042,0.9934640522875817,0.0,0.0,0.0,0.0,0.0,0.0,9.959663363378318e-05,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.015138688312335042,0.9934640522875817
佳木斯,2008,29,2,0,1,16,2,0,5,26,3.0,0.0,0.0,4.0,1.0,0.0,5.0,13.0,0.06896551724137931,0.07692307692307693,0.1724137931034483,0.19230769230769232,0.0,0.0,0.034482758620689655,0.038461538461538464,0.5517241379310345,0.6153846153846154,0.0,0.0,0.06896551724137931,0.07692307692307693,6,10,0.20689655172413793,0.23076923076923078,0.3448275862068966,0.38461538461538464,0.10344827586206896,0.23076923076923078,0.1724137931034483,0.38461538461538464,0.0,0.0,0.0,0.0,0.13793103448275862,0.3076923076923077,0.0,0.0,0.034482758620689655,0.07692307692307693,5.0,9.0,0.1724137931034483,0.38461538461538464,0.3103448275862069,0.6923076923076923
佳木斯,2009,41,7,0,0,21,0,0,6,34,5.0,0.0,0.0,13.0,0.0,0.0,6.0,24.0,0.17073170731707318,0.20588235294117646,0.14634146341463414,0.17647058823529413,0.0,0.0,0.0,0.0,0.5121951219512195,0.6176470588235294,0.0,0.0,0.0,0.0,6,13,0.14634146341463414,0.17647058823529413,0.3170731707317073,0.38235294117647056,0.12195121951219512,0.20833333333333334,0.14634146341463414,0.25,0.0,0.0,0.0,0.0,0.3170731707317073,0.5416666666666666,0.0,0.0,0.0,0.0,6.0,11.0,0.14634146341463414,0.25,0.2682926829268293,0.4583333333333333
佳木斯,2010,57,9,0,0,30,1,0,12,52,8.0,0.0,0.0,22.0,1.0,0.0,12.0,43.0,0.15789473684210525,0.17307692307692307,0.21052631578947367,0.23076923076923078,0.0,0.0,0.0,0.0,0.5263157894736842,0.5769230769230769,0.0,0.0,0.017543859649122806,0.019230769230769232,12,22,0.21052631578947367,0.23076923076923078,0.38596491228070173,0.4230769230769231,0.14035087719298245,0.18604651162790697,0.21052631578947367,0.27906976744186046,0.0,0.0,0.0,0.0,0.38596491228070173,0.5116279069767442,0.0,0.0,0.017543859649122806,0.023255813953488372,12.0,21.0,0.21052631578947367,0.27906976744186046,0.3684210526315789,0.4883720930232558
佳木斯,2011,66,6,0,0,17,1,2,24,50,0.0,0.0,0.0,6.0,1.0,0.0,24.0,31.0,0.09090909090909091,0.12,0.36363636363636365,0.48,0.030303030303030304,0.04,0.0,0.0,0.25757575757575757,0.34,0.0,0.0,0.015151515151515152,0.02,26,33,0.3939393939393939,0.52,0.5,0.66,0.0,0.0,0.36363636363636365,0.7741935483870968,0.0,0.0,0.0,0.0,0.09090909090909091,0.1935483870967742,0.0,0.0,0.015151515151515152,0.03225806451612903,24.0,25.0,0.36363636363636365,0.7741935483870968,0.3787878787878788,0.8064516129032258
佳木斯,2012,55,13,0,0,15,0,0,12,40,5.0,0.0,0.0,3.0,0.0,0.0,10.0,18.0,0.23636363636363636,0.325,0.21818181818181817,0.3,0.0,0.0,0.0,0.0,0.2727272727272727,0.375,0.0,0.0,0.0,0.0,12,25,0.21818181818181817,0.3,0.45454545454545453,0.625,0.09090909090909091,0.2777777777777778,0.18181818181818182,0.5555555555555556,0.0,0.0,0.0,0.0,0.05454545454545454,0.16666666666666666,0.0,0.0,0.0,0.0,10.0,15.0,0.18181818181818182,0.5555555555555556,0.2727272727272727,0.8333333333333334
佳木斯,2013,78,17,0,0,17,2,0,21,57,0.0,0.0,0.0,2.0,2.0,0.0,19.0,23.0,0.21794871794871795,0.2982456140350877,0.2692307692307692,0.3684210526315789,0.0,0.0,0.0,0.0,0.21794871794871795,0.2982456140350877,0.0,0.0,0.02564102564102564,0.03508771929824561,21,40,0.2692307692307692,0.3684210526315789,0.5128205128205128,0.7017543859649122,0.0,0.0,0.24358974358974358,0.8260869565217391,0.0,0.0,0.0,0.0,0.02564102564102564,0.08695652173913043,0.0,0.0,0.02564102564102564,0.08695652173913043,19.0,21.0,0.24358974358974358,0.8260869565217391,0.2692307692307692,0.9130434782608695
佳木斯,2014,137,65,0,0,8,0,2,29,104,1.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,0.4744525547445255,0.625,0.2116788321167883,0.27884615384615385,0.014598540145985401,0.019230769230769232,0.0,0.0,0.058394160583941604,0.07692307692307693,0.0,0.0,0.0,0.0,31,96,0.22627737226277372,0.2980769230769231,0.7007299270072993,0.9230769230769231,0.0072992700729927005,0.03333333333333333,0.2116788321167883,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,0.2116788321167883,0.9666666666666667,0.21897810218978103,1.0
佳木斯,2015,116,26,0,0,25,2,0,25,78,3.0,0.0,0.0,7.0,0.0,0.0,23.0,33.0,0.22413793103448276,0.3333333333333333,0.21551724137931033,0.32051282051282054,0.0,0.0,0.0,0.0,0.21551724137931033,0.32051282051282054,0.0,0.0,0.017241379310344827,0.02564102564102564,25,53,0.21551724137931033,0.32051282051282054,0.45689655172413796,0.6794871794871795,0.02586206896551724,0.09090909090909091,0.19827586206896552,0.696969696969697,0.0,0.0,0.0,0.0,0.0603448275862069,0.21212121212121213,0.0,0.0,0.0,0.0,23.0,26.0,0.19827586206896552,0.696969696969697,0.22413793103448276,0.7878787878787878
佳木斯,2016,168,35,0,0,29,0,0,54,118,0.0,0.0,0.0,5.0,0.0,0.0,52.0,57.0,0.20833333333333334,0.2966101694915254,0.32142857142857145,0.4576271186440678,0.0,0.0,0.0,0.0,0.17261904761904762,0.2457627118644068,0.0,0.0,0.0,0.0,54,89,0.32142857142857145,0.4576271186440678,0.5297619047619048,0.7542372881355932,0.0,0.0,0.30952380952380953,0.9122807017543859,0.0,0.0,0.0,0.0,0.02976190476190476,0.08771929824561403,0.0,0.0,0.0,0.0,52.0,52.0,0.30952380952380953,0.9122807017543859,0.30952380952380953,0.9122807017543859
佳木斯,2017,221,36,0,8,67,0,4,51,166,0.0,0.0,0.0,1.0,0.0,0.0,48.0,49.0,0.16289592760180996,0.21686746987951808,0.23076923076923078,0.3072289156626506,0.01809954751131222,0.024096385542168676,0.03619909502262444,0.04819277108433735,0.3031674208144796,0.4036144578313253,0.0,0.0,0.0,0.0,63,99,0.2850678733031674,0.3795180722891566,0.4479638009049774,0.5963855421686747,0.0,0.0,0.2171945701357466,0.9795918367346939,0.0,0.0,0.0,0.0,0.004524886877828055,0.02040816326530612,0.0,0.0,0.0,0.0,48.0,48.0,0.2171945701357466,0.9795918367346939,0.2171945701357466,0.9795918367346939
佳木斯,2018,309,54,3,19,23,3,0,129,231,7.0,0.0,0.0,0.0,0.0,0.0,125.0,132.0,0.17475728155339806,0.23376623376623376,0.4174757281553398,0.5584415584415584,0.0,0.0,0.061488673139158574,0.08225108225108226,0.0744336569579288,0.09956709956709957,0.009708737864077669,0.012987012987012988,0.009708737864077669,0.012987012987012988,148,208,0.47896440129449835,0.6406926406926406,0.6731391585760518,0.9004329004329005,0.022653721682847898,0.05303030303030303,0.4045307443365696,0.946969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,132.0,0.4045307443365696,0.946969696969697,0.42718446601941745,1.0
佳木斯,2019,268,46,0,8,30,3,3,104,194,1.0,0.0,0.0,0.0,0.0,0.0,104.0,105.0,0.17164179104477612,0.23711340206185566,0.3880597014925373,0.5360824742268041,0.011194029850746268,0.015463917525773196,0.029850746268656716,0.041237113402061855,0.11194029850746269,0.15463917525773196,0.0,0.0,0.011194029850746268,0.015463917525773196,115,164,0.4291044776119403,0.5927835051546392,0.6119402985074627,0.845360824742268,0.0037313432835820895,0.009523809523809525,0.3880597014925373,0.9904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,105.0,0.3880597014925373,0.9904761904761905,0.3917910447761194,1.0
佳木斯,2020,363,87,0,4,30,0,8,122,251,5.0,0.0,0.0,0.0,0.0,0.0,114.0,119.0,0.2396694214876033,0.3466135458167331,0.33608815426997246,0.4860557768924303,0.02203856749311295,0.03187250996015936,0.011019283746556474,0.01593625498007968,0.08264462809917356,0.11952191235059761,0.0,0.0,0.0,0.0,134,221,0.3691460055096419,0.5338645418326693,0.6088154269972452,0.8804780876494024,0.013774104683195593,0.04201680672268908,0.3140495867768595,0.957983193277311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,119.0,0.3140495867768595,0.957983193277311,0.3278236914600551,1.0
