city,province,year,total_patents,city_id,province_id,base_ln_patents_q,base_top10_q,idc_scope_new,idc_scope_stock,idc_scope_pre5,ln1p_idc_scope_stock_l1,ln1p_idc_scope_pre5_l1,ln1p_idc_scope_new_l1,high_compute,total_patents_field,active_applicants_field,city_new_applicants_field,field_new_applicants_field,city_new_patents_field,field_new_patents_field,incumbent_patents_field,city_new_share_total_field,field_new_share_total_field,incumbent_share_field,ln1p_total_patents_field,ln1p_active_applicants_field,ln1p_city_new_applicants_field,ln1p_field_new_applicants_field,ln1p_city_new_patents_field,ln1p_field_new_patents_field,ln1p_incumbent_patents_field,high_compute_label,idc_stock_high,idc_new_high,idc_pre5_high
宣城,安徽省,2010,127,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
宣城,安徽省,2011,213,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,147.0,91.0,63.0,63.0,95.0,95.0,52.0,0.6462585034013606,0.6462585034013606,0.35374149659863946,4.997212273764115,4.5217885770490405,4.1588830833596715,4.1588830833596715,4.564348191467836,4.564348191467836,3.970291913552122,other,0.0,0.0,0.0
宣城,安徽省,2011,213,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
宣城,安徽省,2012,821,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,607.0,175.0,134.0,134.0,503.0,503.0,104.0,0.828665568369028,0.828665568369028,0.171334431630972,6.410174881966167,5.170483995038151,4.90527477843843,4.90527477843843,6.222576268071369,6.222576268071369,4.653960350157523,other,0.0,0.0,0.0
宣城,安徽省,2012,821,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
宣城,安徽省,2013,1539,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1485.0,328.0,246.0,246.0,1053.0,1053.0,432.0,0.7090909090909091,0.7090909090909091,0.2909090909090909,7.303843225277705,5.796057750765372,5.5093883366279774,5.5093883366279774,6.960347729101308,6.960347729101308,6.07073772800249,other,0.0,0.0,0.0
宣城,安徽省,2013,1539,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,22.0,3.0,3.0,3.0,22.0,22.0,0.0,1.0,1.0,0.0,3.1354942159291497,1.3862943611198906,1.3862943611198906,1.3862943611198906,3.1354942159291497,3.1354942159291497,0.0,high_compute,0.0,0.0,0.0
宣城,安徽省,2014,2322,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2260.0,390.0,239.0,240.0,1429.0,1431.0,831.0,0.6323008849557522,0.6331858407079646,0.3676991150442478,7.72356247227797,5.968707559985366,5.480638923341991,5.484796933490655,7.265429723253953,7.266827347520591,6.723832440821209,other,0.0,0.0,0.0
宣城,安徽省,2014,2322,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,8.0,4.0,8.0,4.0,8.0,4.0,0.5,1.0,0.5,2.1972245773362196,2.1972245773362196,1.6094379124341003,2.1972245773362196,1.6094379124341003,2.1972245773362196,1.6094379124341003,high_compute,0.0,0.0,0.0
宣城,安徽省,2015,2246,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2130.0,428.0,247.0,248.0,1120.0,1132.0,1010.0,0.5258215962441315,0.5314553990610329,0.47417840375586856,7.664346632098617,6.061456918928017,5.5134287461649825,5.517452896464707,7.02197642307216,7.0326242610280065,6.918695219020472,other,0.0,0.0,0.0
宣城,安徽省,2015,2246,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,8.0,5.0,8.0,6.0,12.0,6.0,0.5,1.0,0.5,2.5649493574615367,2.1972245773362196,1.791759469228055,2.1972245773362196,1.9459101490553132,2.5649493574615367,1.9459101490553132,high_compute,0.0,0.0,0.0
宣城,安徽省,2016,2550,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2402.0,398.0,208.0,208.0,1109.0,1109.0,1293.0,0.4616985845129059,0.4616985845129059,0.5383014154870941,7.784473235736469,5.988961416889864,5.342334251964811,5.342334251964811,7.01211529430638,7.01211529430638,7.165493475060845,other,0.0,0.0,0.0
宣城,安徽省,2016,2550,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,4.0,2.0,4.0,4.0,6.0,2.0,0.6666666666666666,1.0,0.3333333333333333,1.9459101490553132,1.6094379124341003,1.0986122886681098,1.6094379124341003,1.6094379124341003,1.9459101490553132,1.0986122886681098,high_compute,0.0,0.0,0.0
宣城,安徽省,2017,2774,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2697.0,478.0,265.0,265.0,1492.0,1492.0,1205.0,0.5532072673340749,0.5532072673340749,0.4467927326659251,7.900266036767701,6.171700597410915,5.583496308781699,5.583496308781699,7.30854279753919,7.30854279753919,7.095064377287131,other,0.0,0.0,0.0
宣城,安徽省,2017,2774,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,65.0,23.0,14.0,20.0,43.0,56.0,22.0,0.6615384615384615,0.8615384615384616,0.3384615384615385,4.189654742026425,3.1780538303479458,2.70805020110221,3.044522437723423,3.784189633918261,4.04305126783455,3.1354942159291497,high_compute,0.0,0.0,0.0
宣城,安徽省,2018,3971,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3837.0,604.0,310.0,310.0,1894.0,1894.0,1943.0,0.49361480323169143,0.49361480323169143,0.5063851967683086,8.252706676567644,6.405228458030842,5.739792912179234,5.739792912179234,7.546974117516527,7.546974117516527,7.572502985020384,other,0.0,0.0,0.0
宣城,安徽省,2018,3971,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,134.0,39.0,23.0,37.0,85.0,129.0,49.0,0.6343283582089553,0.9626865671641791,0.3656716417910448,4.90527477843843,3.6888794541139363,3.1780538303479458,3.6375861597263857,4.454347296253507,4.867534450455582,3.912023005428146,high_compute,0.0,0.0,0.0
宣城,安徽省,2019,1900,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1866.0,499.0,206.0,206.0,628.0,628.0,1238.0,0.3365487674169346,0.3365487674169346,0.6634512325830654,7.532088143541722,6.214608098422191,5.332718793265369,5.332718793265369,6.444131256700441,6.444131256700441,7.122059881629142,other,0.0,0.0,0.0
宣城,安徽省,2019,1900,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,31.0,16.0,11.0,13.0,24.0,27.0,7.0,0.7741935483870968,0.8709677419354839,0.22580645161290322,3.4657359027997265,2.833213344056216,2.4849066497880004,2.6390573296152584,3.2188758248682006,3.332204510175204,2.0794415416798357,high_compute,0.0,0.0,0.0
宣城,安徽省,2020,2528,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2428.0,631.0,267.0,268.0,835.0,837.0,1593.0,0.3439044481054366,0.3447281713344316,0.6560955518945635,7.795234929002173,6.448889394146858,5.5909869805108565,5.594711379601839,6.728628613084702,6.731018100482083,7.374001859350161,other,0.0,0.0,0.0
宣城,安徽省,2020,2528,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,32.0,22.0,12.0,19.0,15.0,24.0,17.0,0.46875,0.75,0.53125,3.4965075614664802,3.1354942159291497,2.5649493574615367,2.995732273553991,2.772588722239781,3.2188758248682006,2.8903717578961645,high_compute,0.0,0.0,0.0
宣城,安徽省,2021,2396,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2215.0,628.0,278.0,279.0,640.0,647.0,1575.0,0.28893905191873587,0.29209932279909706,0.7110609480812641,7.703459047867175,6.444131256700441,5.631211781821365,5.634789603169249,6.46302945692067,6.473890696352274,7.362645270417825,other,0.0,0.0,0.0
宣城,安徽省,2021,2396,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,55.0,26.0,11.0,21.0,23.0,37.0,32.0,0.41818181818181815,0.6727272727272727,0.5818181818181818,4.02535169073515,3.295836866004329,2.4849066497880004,3.091042453358316,3.1780538303479458,3.6375861597263857,3.4965075614664802,high_compute,0.0,0.0,0.0
宣城,安徽省,2022,2662,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2590.0,650.0,261.0,261.0,661.0,661.0,1929.0,0.2552123552123552,0.2552123552123552,0.7447876447876448,7.85979918056211,6.478509642208569,5.568344503761097,5.568344503761097,6.495265555937008,6.495265555937008,7.5652752818989315,other,0.0,0.0,0.0
宣城,安徽省,2022,2662,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,45.0,31.0,10.0,27.0,13.0,32.0,32.0,0.28888888888888886,0.7111111111111111,0.7111111111111111,3.828641396489095,3.4657359027997265,2.3978952727983707,3.332204510175204,2.6390573296152584,3.4965075614664802,3.4965075614664802,high_compute,0.0,0.0,0.0
宣城,安徽省,2023,2959,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2859.0,821.0,313.0,314.0,739.0,740.0,2120.0,0.25848198670863937,0.25883175935641833,0.7415180132913606,7.958576903813898,6.71174039505618,5.749392985908253,5.752572638825633,6.606650186198215,6.608000625296087,7.659642954564682,other,0.0,0.0,0.0
宣城,安徽省,2023,2959,141,18,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,66.0,29.0,9.0,23.0,12.0,40.0,54.0,0.18181818181818182,0.6060606060606061,0.8181818181818182,4.204692619390966,3.4011973816621555,2.302585092994046,3.1780538303479458,2.5649493574615367,3.713572066704308,4.007333185232471,high_compute,0.0,0.0,0.0
宿州,安徽省,2008,24,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,22.0,16.0,13.0,13.0,18.0,18.0,4.0,0.8181818181818182,0.8181818181818182,0.18181818181818182,3.1354942159291497,2.833213344056216,2.6390573296152584,2.6390573296152584,2.9444389791664403,2.9444389791664403,1.6094379124341003,other,0.0,0.0,0.0
宿州,安徽省,2008,24,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
宿州,安徽省,2009,70,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,59.0,35.0,25.0,25.0,36.0,36.0,23.0,0.6101694915254238,0.6101694915254238,0.3898305084745763,4.0943445622221,3.58351893845611,3.258096538021482,3.258096538021482,3.6109179126442243,3.6109179126442243,3.1780538303479458,other,0.0,0.0,0.0
宿州,安徽省,2009,70,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
宿州,安徽省,2010,96,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,74.0,36.0,28.0,28.0,58.0,58.0,16.0,0.7837837837837838,0.7837837837837838,0.21621621621621623,4.31748811353631,3.6109179126442243,3.367295829986474,3.367295829986474,4.07753744390572,4.07753744390572,2.833213344056216,other,0.0,0.0,0.0
宿州,安徽省,2010,96,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.0,high_compute,0.0,0.0,0.0
宿州,安徽省,2011,187,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,135.0,60.0,44.0,44.0,101.0,101.0,34.0,0.7481481481481481,0.7481481481481481,0.2518518518518518,4.912654885736052,4.110873864173311,3.8066624897703196,3.8066624897703196,4.624972813284271,4.624972813284271,3.5553480614894135,other,0.0,0.0,0.0
宿州,安徽省,2011,187,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,high_compute,0.0,0.0,0.0
宿州,安徽省,2012,377,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,320.0,110.0,93.0,93.0,251.0,251.0,69.0,0.784375,0.784375,0.215625,5.771441123130016,4.709530201312334,4.543294782270004,4.543294782270004,5.529429087511423,5.529429087511423,4.248495242049359,other,0.0,0.0,0.0
宿州,安徽省,2012,377,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,2.0,3.0,2.0,3.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.3862943611198906,0.6931471805599453,high_compute,0.0,0.0,0.0
宿州,安徽省,2013,729,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,704.0,202.0,157.0,157.0,470.0,470.0,234.0,0.6676136363636364,0.6676136363636364,0.33238636363636365,6.558197802812269,5.313205979041787,5.062595033026967,5.062595033026967,6.154858094016418,6.154858094016418,5.459585514144159,other,0.0,0.0,0.0
宿州,安徽省,2013,729,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,16.0,11.0,8.0,11.0,9.0,16.0,7.0,0.5625,1.0,0.4375,2.833213344056216,2.4849066497880004,2.1972245773362196,2.4849066497880004,2.302585092994046,2.833213344056216,2.0794415416798357,high_compute,0.0,0.0,0.0
宿州,安徽省,2014,954,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,904.0,241.0,176.0,176.0,572.0,572.0,332.0,0.6327433628318584,0.6327433628318584,0.3672566371681416,6.807934943699926,5.488937726156687,5.176149732573829,5.176149732573829,6.35088571671474,6.35088571671474,5.808142489980444,other,0.0,0.0,0.0
宿州,安徽省,2014,954,142,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,17.0,5.0,4.0,5.0,16.0,17.0,1.0,0.9411764705882353,1.0,0.058823529411764705,2.8903717578961645,1.791759469228055,1.6094379124341003,1.791759469228055,2.833213344056216,2.8903717578961645,0.6931471805599453,high_compute,0.0,0.0,0.0
宿州,安徽省,2015,843,142,18,2,3,1.0,1.0,1.0,0.0,0.0,0.0,0,806.0,252.0,155.0,155.0,346.0,346.0,460.0,0.4292803970223325,0.4292803970223325,0.5707196029776674,6.693323668269949,5.53338948872752,5.049856007249537,5.049856007249537,5.849324779946859,5.849324779946859,6.133398042996649,other,0.0,0.0,0.0
宿州,安徽省,2015,843,142,18,2,3,1.0,1.0,1.0,0.0,0.0,0.0,1,15.0,11.0,9.0,10.0,11.0,14.0,4.0,0.7333333333333333,0.9333333333333333,0.26666666666666666,2.772588722239781,2.4849066497880004,2.302585092994046,2.3978952727983707,2.4849066497880004,2.70805020110221,1.6094379124341003,high_compute,0.0,0.0,0.0
宿州,安徽省,2016,1469,142,18,2,3,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,1361.0,313.0,196.0,198.0,796.0,806.0,565.0,0.5848640705363704,0.5922116091109478,0.4151359294636297,7.216709486709457,5.749392985908253,5.2832037287379885,5.293304824724492,6.680854678790215,6.693323668269949,6.338594078203183,other,0.0,0.0,0.0
宿州,安徽省,2016,1469,142,18,2,3,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,26.0,13.0,6.0,10.0,7.0,11.0,19.0,0.2692307692307692,0.4230769230769231,0.7307692307692307,3.295836866004329,2.6390573296152584,1.9459101490553132,2.3978952727983707,2.0794415416798357,2.4849066497880004,2.995732273553991,high_compute,0.6931471805599453,0.6931471805599453,0.6931471805599453
宿州,安徽省,2017,2129,142,18,2,3,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0,2048.0,375.0,258.0,260.0,1314.0,1318.0,734.0,0.6416015625,0.6435546875,0.3583984375,7.6251071482389,5.929589143389895,5.556828061699537,5.564520407322694,7.181591944611865,7.1846291527173145,6.5998704992128365,other,0.0,0.0,0.0
宿州,安徽省,2017,2129,142,18,2,3,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,1,76.0,32.0,23.0,27.0,62.0,67.0,14.0,0.8157894736842105,0.881578947368421,0.18421052631578946,4.343805421853684,3.4965075614664802,3.1780538303479458,3.332204510175204,4.143134726391533,4.219507705176107,2.70805020110221,high_compute,0.6931471805599453,0.0,0.6931471805599453
宿州,安徽省,2018,1646,142,18,2,3,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0,1582.0,299.0,151.0,152.0,673.0,678.0,909.0,0.4254108723135272,0.42857142857142855,0.5745891276864729,7.367077059881012,5.703782474656201,5.0238805208462765,5.030437921392435,6.513230110912307,6.520621127558696,6.813444599510896,other,0.0,0.0,0.0
宿州,安徽省,2018,1646,142,18,2,3,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,1,64.0,28.0,13.0,19.0,27.0,37.0,37.0,0.421875,0.578125,0.578125,4.174387269895637,3.367295829986474,2.6390573296152584,2.995732273553991,3.332204510175204,3.6375861597263857,3.6375861597263857,high_compute,0.6931471805599453,0.0,0.6931471805599453
宿州,安徽省,2019,2264,142,18,2,3,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0,2192.0,447.0,282.0,283.0,1168.0,1169.0,1024.0,0.5328467153284672,0.5333029197080292,0.46715328467153283,7.693025748417888,6.104793232414985,5.645446897643238,5.648974238161206,7.063903961472068,7.064759027791802,6.932447891572509,other,0.0,0.0,0.0
宿州,安徽省,2019,2264,142,18,2,3,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,1,64.0,29.0,19.0,26.0,35.0,46.0,29.0,0.546875,0.71875,0.453125,4.174387269895637,3.4011973816621555,2.995732273553991,3.295836866004329,3.58351893845611,3.8501476017100584,3.4011973816621555,high_compute,0.6931471805599453,0.0,0.6931471805599453
宿州,安徽省,2020,3968,142,18,2,3,0.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0,3757.0,768.0,537.0,540.0,2125.0,2130.0,1632.0,0.5656108597285068,0.5669417088102209,0.4343891402714932,8.231642179973411,6.645090969505644,6.2878585601617845,6.293419278846481,7.661997558901893,7.664346632098617,7.398174092970465,other,0.0,0.0,0.0
宿州,安徽省,2020,3968,142,18,2,3,0.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.0,1,128.0,63.0,45.0,56.0,70.0,90.0,58.0,0.546875,0.703125,0.453125,4.859812404361672,4.1588830833596715,3.828641396489095,4.04305126783455,4.2626798770413155,4.51085950651685,4.07753744390572,high_compute,0.6931471805599453,0.0,0.6931471805599453
宿州,安徽省,2021,2082,142,18,2,3,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,0,1878.0,647.0,405.0,407.0,1011.0,1015.0,867.0,0.5383386581469649,0.5404685835995741,0.46166134185303515,7.538494999413465,6.473890696352274,6.0063531596017325,6.0112671744041615,6.919683849847411,6.923628628138427,6.7661917146603505,other,0.0,0.0,0.0
宿州,安徽省,2021,2082,142,18,2,3,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,1,86.0,47.0,28.0,40.0,41.0,59.0,45.0,0.47674418604651164,0.686046511627907,0.5232558139534884,4.465908118654584,3.871201010907891,3.367295829986474,3.713572066704308,3.7376696182833684,4.0943445622221,3.828641396489095,high_compute,0.6931471805599453,0.0,0.0
宿州,安徽省,2022,1557,142,18,2,3,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,0,1457.0,508.0,283.0,284.0,590.0,592.0,867.0,0.40494166094715167,0.40631434454358273,0.5950583390528483,7.284820912568604,6.2324480165505225,5.648974238161206,5.652489180268651,6.3818160174060985,6.385194398997726,6.7661917146603505,other,0.0,0.0,0.0
宿州,安徽省,2022,1557,142,18,2,3,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,1,70.0,38.0,21.0,32.0,32.0,46.0,38.0,0.45714285714285713,0.6571428571428571,0.5428571428571428,4.2626798770413155,3.6635616461296463,3.091042453358316,3.4965075614664802,3.4965075614664802,3.8501476017100584,3.6635616461296463,high_compute,0.6931471805599453,0.0,0.0
宿州,安徽省,2023,1377,142,18,2,3,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,0,1285.0,501.0,266.0,267.0,482.0,483.0,803.0,0.37509727626459144,0.37587548638132295,0.6249027237354086,7.1592919047975645,6.218600119691729,5.58724865840025,5.5909869805108565,6.180016653652572,6.182084906716632,6.6895992691789665,other,0.0,0.0,0.0
宿州,安徽省,2023,1377,142,18,2,3,0.0,1.0,0.0,0.6931471805599453,0.0,0.0,1,75.0,44.0,24.0,36.0,33.0,54.0,42.0,0.44,0.72,0.56,4.330733340286331,3.8066624897703196,3.2188758248682006,3.6109179126442243,3.5263605246161616,4.007333185232471,3.7612001156935624,high_compute,0.6931471805599453,0.0,0.0
宿迁,江苏省,2008,81,143,25,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,76.0,47.0,39.0,39.0,63.0,63.0,13.0,0.8289473684210527,0.8289473684210527,0.17105263157894737,4.343805421853684,3.871201010907891,3.6888794541139363,3.6888794541139363,4.1588830833596715,4.1588830833596715,2.6390573296152584,other,0.0,0.0,0.0
宿迁,江苏省,2008,81,143,25,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,high_compute,0.0,0.0,0.0
宿迁,江苏省,2009,100,143,25,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,81.0,55.0,44.0,44.0,58.0,58.0,23.0,0.7160493827160493,0.7160493827160493,0.2839506172839506,4.406719247264253,4.02535169073515,3.8066624897703196,3.8066624897703196,4.07753744390572,4.07753744390572,3.1780538303479458,other,0.0,0.0,0.0
宿迁,江苏省,2009,100,143,25,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,high_compute,0.0,0.0,0.0
宿迁,江苏省,2010,143,143,25,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,93.0,45.0,27.0,28.0,45.0,46.0,48.0,0.4838709677419355,0.4946236559139785,0.5161290322580645,4.543294782270004,3.828641396489095,3.332204510175204,3.367295829986474,3.828641396489095,3.8501476017100584,3.8918202981106265,other,0.0,0.0,0.0
宿迁,江苏省,2010,143,143,25,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,20.0,4.0,2.0,2.0,18.0,18.0,2.0,0.9,0.9,0.1,3.044522437723423,1.6094379124341003,1.0986122886681098,1.0986122886681098,2.9444389791664403,2.9444389791664403,1.0986122886681098,high_compute,0.0,0.0,0.0
宿迁,江苏省,2011,243,143,25,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,144.0,83.0,66.0,66.0,99.0,99.0,45.0,0.6875,0.6875,0.3125,4.976733742420574,4.430816798843313,4.204692619390966,4.204692619390966,4.605170185988092,4.605170185988092,3.828641396489095,other,0.0,0.0,0.0
宿迁,江苏省,2011,243,143,25,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,2.0,3.0,2.0,3.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.3862943611198906,0.6931471805599453,high_compute,0.0,0.0,0.0
宿迁,江苏省,2012,435,143,25,3,2,1.0,1.0,1.0,0.0,0.0,0.0,0,337.0,134.0,103.0,103.0,227.0,227.0,110.0,0.6735905044510386,0.6735905044510386,0.3264094955489614,5.823045895483019,4.90527477843843,4.6443908991413725,4.6443908991413725,5.429345628954441,5.429345628954441,4.709530201312334,other,0.0,0.0,0.0
宿迁,江苏省,2012,435,143,25,3,2,1.0,1.0,1.0,0.0,0.0,0.0,1,3.0,3.0,1.0,2.0,1.0,2.0,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,high_compute,0.0,0.0,0.0
宿迁,江苏省,2013,636,143,25,3,2,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,607.0,214.0,149.0,150.0,402.0,405.0,205.0,0.6622734761120264,0.6672158154859967,0.33772652388797364,6.410174881966167,5.3706380281276624,5.0106352940962555,5.017279836814924,5.998936561946683,6.0063531596017325,5.327876168789581,other,0.0,0.0,0.0
宿迁,江苏省,2013,636,143,25,3,2,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,7.0,6.0,3.0,5.0,4.0,6.0,3.0,0.5714285714285714,0.8571428571428571,0.42857142857142855,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.791759469228055,1.6094379124341003,1.9459101490553132,1.3862943611198906,high_compute,0.6931471805599453,0.6931471805599453,0.6931471805599453
宿迁,江苏省,2014,1190,143,25,3,2,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0,1127.0,251.0,171.0,171.0,663.0,663.0,464.0,0.5882874889086069,0.5882874889086069,0.41171251109139306,7.028201432058005,5.529429087511423,5.147494476813453,5.147494476813453,6.498282149476434,6.498282149476434,6.142037405587356,other,0.0,0.0,0.0
宿迁,江苏省,2014,1190,143,25,3,2,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,1,27.0,18.0,16.0,17.0,24.0,26.0,3.0,0.8888888888888888,0.9629629629629629,0.1111111111111111,3.332204510175204,2.9444389791664403,2.833213344056216,2.8903717578961645,3.2188758248682006,3.295836866004329,1.3862943611198906,high_compute,0.6931471805599453,0.0,0.6931471805599453
宿迁,江苏省,2015,647,143,25,3,2,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0,619.0,212.0,117.0,118.0,321.0,323.0,298.0,0.518578352180937,0.5218093699515347,0.481421647819063,6.429719478039138,5.3612921657094255,4.770684624465665,4.77912349311153,5.7745515455444085,5.780743515792329,5.700443573390687,other,0.0,0.0,0.0
宿迁,江苏省,2015,647,143,25,3,2,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,1,11.0,9.0,6.0,7.0,7.0,8.0,4.0,0.6363636363636364,0.7272727272727273,0.36363636363636365,2.4849066497880004,2.302585092994046,1.9459101490553132,2.0794415416798357,2.0794415416798357,2.1972245773362196,1.6094379124341003,high_compute,0.6931471805599453,0.0,0.6931471805599453
宿迁,江苏省,2016,799,143,25,3,2,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,0,770.0,239.0,144.0,144.0,323.0,323.0,447.0,0.41948051948051945,0.41948051948051945,0.5805194805194805,6.647688373563329,5.480638923341991,4.976733742420574,4.976733742420574,5.780743515792329,5.780743515792329,6.104793232414985,other,0.0,0.0,0.0
宿迁,江苏省,2016,799,143,25,3,2,0.0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.0,1,8.0,8.0,3.0,5.0,3.0,5.0,5.0,0.375,0.625,0.625,2.1972245773362196,2.1972245773362196,1.3862943611198906,1.791759469228055,1.3862943611198906,1.791759469228055,1.791759469228055,high_compute,0.6931471805599453,0.0,0.6931471805599453
